,ou_code,ou_name,bg_code,bg_name_cn,customer_id,customer_name,total_storage_location_count,operation_day,week,month,quarter,year,is_holiday,inbound_header_count,inbound_line_count,inbound_line_original_qty,inbound_receive_qty,inbound_receive_volume,inbound_receive_weight,outbound_header_count,outbound_line_count,outbound_line_original_qty,outbound_shipped_qty,outbound_shipped_volume,outbound_shipped_weight,outbound_std_shipped_volume,outbound_std_shipped_weight,used_storage_location_count,active_lpn_count,on_hand_qty,in_transit_qty,allocated_qty,total_head_count,total_working_hour,outsource_working_hour,perm_working_hour,other_working_hour,direct_working_hour,indirect_working_hour,outbound_inbound_qty_ratio,perm_working_hour_ratio,working_hour_per_head,location_usage_rate,location_idle_rate,update_time
0,CATC008,,,,,,,20210730,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,15.0,131.55,10.5,121.05,0.0,131.55,0.0,,0.92018244013683,8.770000000000001,,,2021-08-09 05:03:41.0
1,CATC009,,,,,,,20210622,202126,202106,202102,2021,0,,,,,,,,,,,,,,,,,,,,8.0,73.71000000000001,0.0,73.71000000000001,0.0,73.71000000000001,0.0,,1.0,9.21375,,,2021-08-05 07:35:11.0
2,CATC009,,,,,,,20210728,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,7.0,69.25,0.0,69.25,0.0,69.25,0.0,,1.0,9.892857142857142,,,2021-08-09 05:03:41.0
3,CATC014,,,,,,,20210729,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,8.0,57.74,0.0,57.74,0.0,57.74,0.0,,1.0,7.217499999999999,,,2021-08-09 05:03:41.0
4,CATC015,,,,,,,20210729,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,9.0,79.63,0.0,79.63,0.0,79.63,0.0,,1.0,8.847777777777777,,,2021-08-09 05:03:41.0
5,CN-001,ABBOTT PEK XW0 WHS,LSH,生命科学与医疗行业事业部,ABBOT,ABBOT,9374.0,20210617,202125,202106,202102,2021,0,5.0,14.0,114.0,114.0,326561.0,13.654000000000002,6.0,37.0,13527.0,13527.0,55714670.28840001,,,,15.0,24.0,1535.0,0.0,0.0,4.0,31.58,0.0,31.58,0.0,31.58,0.0,118.65789473684212,1.0,7.895,0.001600170684873,0.9983998293151268,2021-08-05 07:35:11.0
6,CN-002,ABBOTT CTU  BTS WHS,LSH,生命科学与医疗行业事业部,ABBOT,ABBOT,3321.0,20210619,202125,202106,202102,2021,1,,,,,,,,,,,,,,,,,,,,3.0,13.330000000000002,4.45,8.88,0.0,13.330000000000002,0.0,,0.6661665416354088,4.443333333333334,,,2021-08-05 07:35:11.0
7,CN-002,ABBOTT CTU  BTS WHS,LSH,生命科学与医疗行业事业部,ABBOT,ABBOT,3321.0,20210714,202129,202107,202103,2021,0,2.0,7.0,24690.0,24690.0,86817630.0,9.102,3.0,4.0,192.0,192.0,3247599.84,,,,808.0,1537.0,298341.0,0.0,3551.0,,,,,,,,0.0077764277035236,,,0.2433002107798856,0.7566997892201144,2021-08-10 09:30:35.0
8,CN-003,ABBOTT SHA KQ0 WHS,LSH,生命科学与医疗行业事业部,ABBOT,ABBOT,13689.0,20210725,202130,202107,202103,2021,1,44.0,2092.0,18861.0,18861.0,73040079.47190006,79270.88900000001,1.0,5.0,21948.0,21948.0,83529174.4,,,,6928.0,14367.0,4505518.0,0.0,74986.0,,,,,,,,1.1636710672816923,,,0.5060997881510702,0.4939002118489298,2021-08-10 09:30:35.0
9,CN-007,APPLE SHA WGQ WHS,TD,运输产品部,APPLE,APPLE,11967.0,20210724,202130,202107,202103,2021,1,6.0,,,,,,10.0,6.0,516041.0,516041.0,0.0,0.0,,,7082.0,20843.0,193076702.0,2765309.0,41298573.0,,,,,,,,,,,0.5917941004428846,0.4082058995571154,2021-08-10 09:30:35.0
10,CN-031,FUJI-XEROX WUH XXX WHS,TSC,高科技/备件物流/化工行业事业部,FUJIX,FUJIX,190.0,20210612,202124,202106,202102,2021,1,,,,,,,,,,,,,,,154.0,9.0,120515.7,0.0,0.0,,,,,,,,,,,0.8105263157894737,0.1894736842105263,2021-08-05 07:35:11.0
11,CN-034,HP-GSD PEK XW0 WHS,TSC,高科技/备件物流/化工行业事业部,H3CUH,H3CUH,,20210608,202124,202106,202102,2021,0,,,,,,,,,,,,,,,,,,,,6.0,47.96,8.0,31.96,8.0,47.96,0.0,,0.6663886572143453,7.993333333333333,,,2021-08-05 07:35:11.0
12,CN-034,HP-GSD PEK XW0 WHS,TSC,高科技/备件物流/化工行业事业部,H3CUH,H3CUH,,20210720,202130,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,34.0,280.19999999999993,8.0,214.61,57.59,269.81999999999994,10.38,,0.7659172019985725,8.241176470588233,,,2021-08-09 05:03:41.0
13,CN-035,HP SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,HPPXX,HPPXX,7359.0,20210606,202123,202106,202102,2021,1,,,,,,,,,,,,,,,,,,,,6.0,58.95,0.0,58.95,0.0,58.95,0.0,,1.0,9.825,,,2021-08-05 07:35:11.0
14,CN-057,PERNOD-RIC SHA WGQ WHS,CR,快消/零售行业事业部,PERNO,PERNO,,20210712,202129,202107,202103,2021,0,19.0,,,,,,100.0,239.0,217473.0,217473.0,6481724918.549999,3465283.6200000006,,,7791.0,0.0,,,553082.0,,,,,,,,,,,,,2021-08-10 09:30:35.0
15,CN-065,STARBUCKS PEK XXX WHS,CR,快消/零售行业事业部,STARB,STARB,19704.0,20210610,202124,202106,202102,2021,0,10.0,18.0,42184.0,29548.0,93040.0416,24.43190000000001,2040.0,19512.0,147964.0,147964.0,394423.2324,,,,1061.0,18830.0,294877.0,0.0,105554.0,41.0,479.75,227.0,239.75,13.0,439.77,39.98,5.0075808853391095,0.4997394476289734,11.701219512195122,0.0538469346325619,0.946153065367438,2021-08-05 07:35:11.0
16,CN-084,HUAWEI-VMI DGM SSH WHS,TSC,高科技/备件物流/化工行业事业部,HUAWE,HUAWE,,20210726,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,13.0,123.52,81.0,42.52,0.0,123.52,0.0,,0.3442357512953368,9.501538461538464,,,2021-08-09 05:03:41.0
17,CN-091,KLA-TENCOR PEK XW0 WHS,TSC,高科技/备件物流/化工行业事业部,KLATE,KLATE,,20210623,202126,202106,202102,2021,0,,,,,,,,,,,,,,,,,,,,4.0,33.97,0.0,33.97,0.0,16.74,17.23,,1.0,8.4925,,,2021-08-05 07:35:11.0
18,CN-106,FORD CGO XXX WHS,Auto,汽车行业事业部,FORDX,FORDX,,20210606,202123,202106,202102,2021,1,,,,,,,,,,,,,,,,,,,,1.0,11.0,11.0,0.0,0.0,11.0,0.0,,0.0,11.0,,,2021-08-05 07:35:11.0
19,CN-118,GARRETT SHA CL0 WHS,EM,工业与制造行业事业部,HONEY,HONEY,,20210707,202128,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,38.0,345.44,269.0,76.44,0.0,345.44,0.0,,0.2212830013895322,9.090526315789472,,,2021-08-06 09:58:59.0
20,CN-140,FORD WUH XXX WHS,Auto,汽车行业事业部,FORDX,FORDX,,20210615,202125,202106,202102,2021,0,,,,,,,,,,,,,,,,,,,,13.0,111.26000000000002,49.11,62.150000000000006,0.0,111.26000000000002,0.0,,0.5586014740248068,8.55846153846154,,,2021-08-05 07:35:11.0
21,CN-140,FORD WUH XXX WHS,Auto,汽车行业事业部,FORDX,FORDX,,20210807,202132,202108,202103,2021,1,,,,,,,,,,,,,,,,,,,,7.0,63.71,27.31,36.39999999999999,0.0,63.71,0.0,,0.5713388792968136,9.10142857142857,,,2021-08-09 05:03:41.0
22,CN-149,HONEYWELL TSN XXX WHS,EM,工业与制造行业事业部,HONEY,HONEY,2787.0,20210723,202130,202107,202103,2021,0,,,,,,,3.0,88.0,1175.0,1175.0,117.5,,,,1346.0,3172.0,99741.0,0.0,0.0,,,,,,,,,,,0.482956584140653,0.517043415859347,2021-08-10 09:30:35.0
23,CN-151,DIODES SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,DIODE,DIODE,,20210807,202132,202108,202103,2021,1,,,,,,,,,,,,,,,,,,,,1.0,12.18,0.0,12.18,0.0,12.18,0.0,,1.0,12.18,,,2021-08-09 05:03:41.0
24,CN-170,SGMW LZH XXX WHS,Auto,汽车行业事业部,SGMWA,SGMWA,,20210709,202128,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,701.0,6878.93,6031.5,847.43,0.0,6870.35,8.58,,0.1231921243565496,9.8130242510699,,,2021-08-08 04:58:27.0
25,CN-175,SIEMENS SZV XXX WHS,EM,工业与制造行业事业部,SIEME,SIEME,37447.0,20210524,202122,202105,202102,2021,0,,,,,,,2273.0,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-05 07:35:11.0
26,CN-175,SIEMENS SZV XXX WHS,EM,工业与制造行业事业部,SIEME,SIEME,37447.0,20210621,202126,202106,202102,2021,0,1057.0,5591.0,209964.0,209956.0,469907587.4297001,12021.827499999992,2283.0,5699.0,209017.0,209017.0,358746922.5705001,,,,2903.0,8125.0,315028.0,17770.0,49307.0,16.0,174.90999999999997,0.0,174.90999999999997,0.0,167.02999999999997,7.88,0.9955276343614852,1.0,10.931874999999998,0.0775228990306299,0.92247710096937,2021-08-05 07:35:11.0
27,CN-175,SIEMENS SZV XXX WHS,EM,工业与制造行业事业部,SIEME,SIEME,37447.0,20210716,202129,202107,202103,2021,0,1008.0,3466.0,139347.0,139345.0,310762512.1119002,10330.1196,2020.0,6114.0,212550.0,212550.0,375044770.8459001,,,,23854.0,41895.0,2053959.0,75667.0,162664.0,,,,,,,,1.525350748143098,,,0.6370069698507224,0.3629930301492776,2021-08-10 09:30:35.0
28,CN-189,KONE CTU XXX WHS,EM,工业与制造行业事业部,KONEX,KONEX,1108.0,20210727,202131,202107,202103,2021,0,655.0,,,,,,57.0,722.0,649.0,649.0,0.0,0.0,,,424.0,3796.0,8698.31,0.2,7.0,,,,,,,,,,,0.3826714801444043,0.6173285198555957,2021-08-10 09:30:35.0
29,CN-192,,,,,,,20210715,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,314.0,3506.6000000000004,3246.48,260.11999999999995,0.0,3483.96,22.64,,0.0741801174927279,11.16751592356688,,,2021-08-08 04:58:27.0
30,CN-203,BRP SHA YX0 WHS,Auto,汽车行业事业部,BRPXX,BRPXX,,20210620,202125,202106,202102,2021,1,,,,,,,,,,,,,,,,,,,,1.0,9.0,9.0,0.0,0.0,9.0,0.0,,0.0,9.0,,,2021-08-05 07:35:11.0
31,CN-205,MARS TSN XXX PKG,CR,快消/零售行业事业部,MARSX,MARSX,,20210729,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,11.0,99.48,19.48,80.0,0.0,99.48,0.0,,0.8041817450743868,9.043636363636365,,,2021-08-09 05:03:41.0
32,CN-205,MARS TSN XXX PKG,CR,快消/零售行业事业部,MARSX,MARSX,,20210802,202132,202108,202103,2021,0,,,,,,,,,,,,,,,,,,,,10.0,103.16,22.65,80.51,0.0,103.16,0.0,,0.7804381543233812,10.316,,,2021-08-09 05:03:41.0
33,CN-212,COSTA SHA HT0 WHS,CR,快消/零售行业事业部,COSTA,COSTA,1791.0,20210801,202131,202108,202103,2021,1,,,,,,,,,,,,,,,1672.0,13946.0,1458269.6286799994,62813.0,104098.0,,,,,,,,,,,0.9335566722501396,0.0664433277498603,2021-08-10 09:30:35.0
34,CN-214,BOSE SHA KQ0 WHS,TSC,高科技/备件物流/化工行业事业部,BOSEX,BOSEX,9387.0,20210717,202129,202107,202103,2021,1,,,,,,,6.0,16.0,4719.0,4719.0,4814859.699530002,4719.0,,,5167.0,9155.0,1016046.0,4997.0,100452.0,,,,,,,,,,,0.5504421007776712,0.4495578992223288,2021-08-10 09:30:35.0
35,CN-216,SGMW-PDC CKG XXX WHS,Auto,汽车行业事业部,SGMWA,SGMWA,,20210710,202128,202107,202103,2021,1,,,,,,,,,,,,,,,,,,,,18.0,169.63000000000002,142.36,27.27,0.0,169.63000000000002,0.0,,0.1607616577256381,9.42388888888889,,,2021-08-09 05:03:41.0
36,CN-219,KLA-Tencor Wuhan WHS,TSC,高科技/备件物流/化工行业事业部,KLATE,KLATE,,20210611,202124,202106,202102,2021,0,,,,,,,,,,,,,,,,,,,,4.0,35.07,0.0,35.07,0.0,35.07,0.0,,1.0,8.7675,,,2021-08-05 07:35:11.0
37,CN-221,JOHN-DEERE CTU XXX WHS,EM,工业与制造行业事业部,JOHND,JOHND,,20210609,202124,202106,202102,2021,0,,,,,,,,,,,,,,,,,,,,2.0,14.45,0.0,14.45,0.0,14.45,0.0,,1.0,7.225,,,2021-08-05 07:35:11.0
38,CN-225,MARS JIA XXX PKG,CR,快消/零售行业事业部,MARSX,MARSX,,20210704,202127,202107,202103,2021,1,,,,,,,,,,,,,,,,,,,,2.0,13.13,4.0,9.13,0.0,13.13,0.0,,0.6953541507996954,6.565,,,2021-08-05 07:35:11.0
39,CN-227,ASML XNM XXX WHS,TSC,高科技/备件物流/化工行业事业部,ASMLX,ASMLX,,20210627,202126,202106,202102,2021,1,,,,,,,,,,,,,,,,,,,,2.0,21.82,0.0,21.82,0.0,21.82,0.0,,1.0,10.91,,,2021-08-05 07:35:11.0
40,CN-230,VOLVO CAN HP0 WHS,Auto,汽车行业事业部,VOLVO,VOLVO,,20210714,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,18.0,213.49,168.12999999999997,45.36,0.0,205.74,7.75,,0.2124689681015504,11.860555555555557,,,2021-08-09 05:03:41.0
41,CN-230,VOLVO CAN HP0 WHS,Auto,汽车行业事业部,VOLVO,VOLVO,,20210724,202130,202107,202103,2021,1,,,,,,,,,,,,,,,,,,,,14.0,150.29999999999998,150.29999999999998,0.0,0.0,150.29999999999998,0.0,,0.0,10.735714285714284,,,2021-08-09 05:03:41.0
42,CN-230,VOLVO CAN HP0 WHS,Auto,汽车行业事业部,VOLVO,VOLVO,,20210807,202132,202108,202103,2021,1,,,,,,,,,,,,,,,,,,,,15.0,193.71,181.75,11.96,0.0,193.71,0.0,,0.0617417789479118,12.913999999999998,,,2021-08-09 05:03:41.0
43,CN-232,FORD HRB XXX WHS,Auto,汽车行业事业部,FORDX,FORDX,,20210730,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,1.0,9.32,0.0,9.32,0.0,9.32,0.0,,1.0,9.32,,,2021-08-09 05:03:41.0
44,CN-234,PERNOD-CAP SHA CL0 WHS,CR,快消/零售行业事业部,PERNO,PERNO,,20210627,202126,202106,202102,2021,1,,,,,,,,,,,,,,,,,,,,5.0,45.65,18.42,18.05,9.18,45.65,0.0,,0.3953997809419496,9.13,,,2021-08-05 07:35:11.0
45,CN-237,LAM DLC XXX WHS,TSC,高科技/备件物流/化工行业事业部,LAMRE,LAMRE,,20210720,202130,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,7.0,80.42999999999999,0.0,80.42999999999999,0.0,80.42999999999999,0.0,,1.0,11.489999999999998,,,2021-08-09 05:03:41.0
46,CN-239,LINDT SHA KQ0 WHS,CR,快消/零售行业事业部,LINDT,LINDT,7436.0,20210622,202126,202106,202102,2021,0,,,,,,,2.0,2.0,460.0,460.0,1188024.0,,,,39.0,73.0,1827284.0,0.0,0.0,5.0,45.5,0.0,34.5,11.0,37.88,7.62,,0.7582417582417582,9.1,0.0052447552447552,0.9947552447552448,2021-08-05 07:35:11.0
47,CN-244,HP SHA CL0 WHS,TSC,高科技/备件物流/化工行业事业部,HPLJB,HPLJB,,20210807,202132,202108,202103,2021,1,,,,,,,,,,,,,,,,,,,,5.0,49.49,18.42,31.07,0.0,49.49,0.0,,0.6278035966861992,9.898,,,2021-08-09 05:03:41.0
48,CN-244,HP SHA CL0 WHS,TSC,高科技/备件物流/化工行业事业部,HPLJB,HPLJB,,20210808,202132,202108,202103,2021,1,,,,,,,,,,,,,,,,,,,,1.0,10.58,0.0,10.58,0.0,10.58,0.0,,1.0,10.58,,,2021-08-09 05:03:41.0
49,CN-247,STARBUCKS CTU XXX WHS,CR,快消/零售行业事业部,STARB,STARB,,20210714,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,3.0,30.630000000000003,0.0,30.630000000000003,0.0,30.630000000000003,0.0,,1.0,10.21,,,2021-08-09 05:03:41.0
50,CN-257,LAM PEK XW0 WHS,TSC,高科技/备件物流/化工行业事业部,LAMRE,LAMRE,,20210729,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,3.0,27.46,0.0,27.46,0.0,27.46,0.0,,1.0,9.153333333333334,,,2021-08-09 05:03:41.0
51,CN-261,,,,,,,20210628,202127,202106,202102,2021,0,,,,,,,,,,,,,,,,,,,,8.0,76.41,0.0,76.41,0.0,68.41,8.0,,1.0,9.55125,,,2021-08-05 07:35:11.0
52,CN-265,MARY-KAY HGH XXX WHS,CR,快消/零售行业事业部,MARYK,MARYK,23073.0,20210712,202129,202107,202103,2021,0,23.0,82.0,47686.0,47686.0,32083796.121500004,11.240999999999996,4668.0,18643.0,926810.0,1934574.0,17416686.06899999,,,,311.0,1220.0,187789.0,528.0,4165.0,,,,,,,,40.56901396636329,,,0.0134789580895418,0.986521041910458,2021-08-10 09:30:35.0
53,CN-267,MICHELIN SHA XXX WHS,Auto,汽车行业事业部,MICHE,MICHE,,20210621,202126,202106,202102,2021,0,18.0,7.0,1525.0,1525.0,0.0,0.0,5.0,5.0,4632.0,4632.0,0.0,0.0,,,,,,,,13.0,136.73,50.23,86.5,0.0,136.73,0.0,3.037377049180328,0.6326336575733197,10.517692307692307,,,2021-08-05 07:35:11.0
54,CN-270,MARS WUH XXX PKG,CR,快消/零售行业事业部,MARSX,MARSX,,20210617,202125,202106,202102,2021,0,,,,,,,,,,,,,,,,,,,,10.0,87.55000000000001,61.13999999999999,26.410000000000004,0.0,87.55000000000001,0.0,,0.3016561964591662,8.755,,,2021-08-05 07:35:11.0
55,CN-272,SENSATA CZX XXX WHS,TSC,高科技/备件物流/化工行业事业部,SENSA,SENSA,,20210802,202132,202108,202103,2021,0,,,,,,,,,,,,,,,,,,,,18.0,228.81000000000003,216.51,12.3,0.0,228.81000000000003,0.0,,0.0537563917660941,12.711666666666668,,,2021-08-09 05:03:41.0
56,CN-283,EXAR SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,CEXAR,CEXAR,,20210705,202128,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,3.0,31.75,23.25,8.5,0.0,31.75,0.0,,0.2677165354330709,10.583333333333334,,,2021-08-05 07:35:11.0
57,CN-290,JLR SZV XXX WHS,Auto,汽车行业事业部,JLRXX,JLRXX,,20210616,202125,202106,202102,2021,0,,,,,,,,,,,,,,,,,,,,17.0,149.4,0.0,149.4,0.0,149.4,0.0,,1.0,8.788235294117648,,,2021-08-05 07:35:11.0
58,CN-290,JLR SZV XXX WHS,Auto,汽车行业事业部,JLRXX,JLRXX,,20210628,202127,202106,202102,2021,0,,,,,,,,,,,,,,,,,,,,17.0,158.65000000000003,0.0,158.65000000000003,0.0,158.65000000000003,0.0,,1.0,9.332352941176472,,,2021-08-05 07:35:11.0
59,CN-290,JLR SZV XXX WHS,Auto,汽车行业事业部,JLRXX,JLRXX,,20210807,202132,202108,202103,2021,1,,,,,,,,,,,,,,,,,,,,5.0,47.37,0.0,47.37,0.0,47.37,0.0,,1.0,9.474,,,2021-08-09 05:03:41.0
60,CN-291,JLR PEK XXX WHS,Auto,汽车行业事业部,JLRXX,JLRXX,,20210722,202130,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,5.0,48.6,0.0,48.6,0.0,48.6,0.0,,1.0,9.72,,,2021-08-09 05:03:41.0
61,CN-295,GE PEK XXX WHS,EM,工业与制造行业事业部,GEABP,GEABP,,20210729,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,4.0,34.050000000000004,17.67,16.380000000000003,0.0,34.050000000000004,0.0,,0.4810572687224669,8.512500000000001,,,2021-08-09 05:03:41.0
62,CN-295,GE PEK XXX WHS,EM,工业与制造行业事业部,GEABP,GEABP,,20210804,202132,202108,202103,2021,0,,,,,,,,,,,,,,,,,,,,3.0,23.53,16.15,7.38,0.0,23.53,0.0,,0.3136421589460263,7.843333333333334,,,2021-08-09 05:03:41.0
63,CN-296,LUCKIN PEK XXX WHS,CR,快消/零售行业事业部,LUCKI,LUCKI,1660.0,20210724,202130,202107,202103,2021,1,29.0,39.0,13038.0,13024.0,146921957.39699998,766.0270999999998,297.0,6870.0,16798.0,16798.0,135243391.677,,,,8581.0,20598.0,1475956.0,0.0,6300.0,,,,,,,,1.2897727272727273,,,5.169277108433735,-4.169277108433735,2021-08-10 09:30:35.0
64,CN-297,MARS-RAW PEK XXX WHS,CR,快消/零售行业事业部,MARSX,MARSX,20606.0,20210731,202131,202107,202103,2021,1,26.0,69.0,11011685.0,11011685.0,10677245.0,47.592,27.0,87.0,49465451.0,49465451.0,19946791.7346,,,,6642.0,10426.0,2533572179.0,0.0,9737719.0,,,,,,,,4.492087359927204,,,0.322333300980297,0.677666699019703,2021-08-10 09:30:35.0
65,CN-298,HPCCDO WEH XXX WHS,TSC,高科技/备件物流/化工行业事业部,HPPXX,HPPXX,9358.0,20210714,202129,202107,202103,2021,0,23.0,10.0,113.0,113.0,629425.92,117.446,314.0,474.0,18390.0,18390.0,1037615256.7179996,136006.13499999995,,,3849.0,4094.0,196741.0,0.0,990.0,,,,,,,,162.7433628318584,,,0.4113058345800384,0.5886941654199616,2021-08-10 09:30:35.0
66,CN-298,HPCCDO WEH XXX WHS,TSC,高科技/备件物流/化工行业事业部,HPPXX,HPPXX,9358.0,20210809,202133,202108,202103,2021,0,52.0,54.0,27345.0,27345.0,236148903.724,159534.571,190.0,197.0,6098.0,6098.0,485703862.46599984,64210.63599999997,,,4937.0,5199.0,949050.0,0.0,63308.0,,,,,,,,0.2230023770341927,,,0.5275699935883735,0.4724300064116264,2021-08-10 09:30:35.0
67,CN-300,WENMING-ME NTG XXX WHS,TSC,高科技/备件物流/化工行业事业部,MTDIG,MTDIG,6939.0,20210707,202128,202107,202103,2021,0,8.0,,,,,,130.0,198.0,1601.0,1601.0,17252761.4061,6826.032,,,,,,,,3.0,24.87,0.0,24.87,0.0,24.87,0.0,,1.0,8.290000000000001,,,2021-08-06 09:58:59.0
68,CN-304,EVISU SHA XXX WHS,CR,快消/零售行业事业部,EVISU,EVISU,3088.0,20210624,202126,202106,202102,2021,0,,,,,,,,,,,,,,,,,,,,5.0,45.03,28.6,16.43,0.0,45.03,0.0,,0.3648678658671996,9.006,,,2021-08-05 07:35:11.0
69,CN-311,SGMW-PDC TAO XXX WHS,Auto,汽车行业事业部,SGMWA,SGMWA,,20210611,202124,202106,202102,2021,0,,,,,,,,,,,,,,,,,,,,1.0,9.4,0.0,9.4,0.0,9.4,0.0,,1.0,9.4,,,2021-08-05 07:35:11.0
70,CN-314,SGMW-PDC XIY XXX WHS,Auto,汽车行业事业部,SGMWA,SGMWA,,20210618,202125,202106,202102,2021,0,,,,,,,,,,,,,,,,,,,,11.0,90.76,82.76,8.0,0.0,90.76,0.0,,0.0881445570736007,8.250909090909092,,,2021-08-05 07:35:11.0
71,CN-315,HUAWEI-LEN DGM XXX WHS,TSC,高科技/备件物流/化工行业事业部,HUAWE,HUAWE,,20210625,202126,202106,202102,2021,0,,,,,,,,,,,,,,,,,,,,76.0,878.23,778.0,100.23,0.0,864.23,14.0,,0.1141272787310841,11.555657894736845,,,2021-08-05 07:35:11.0
72,CN-316,LUCKIN-EQU SHA XXX WHS,CR,快消/零售行业事业部,LUCKI,LUCKI,6395.0,20210714,202129,202107,202103,2021,0,,,,,,,9.0,508.0,10713.0,10713.0,69866899.629,,,,1578.0,6469.0,38357.0,0.0,13433.0,,,,,,,,,,,0.2467552775605942,0.7532447224394058,2021-08-10 09:30:35.0
73,CN-335,MIDEA SZV XXX WHS,TSC,高科技/备件物流/化工行业事业部,MIDEA,MIDEA,,20210712,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,2.0,23.74,0.0,23.74,0.0,23.74,0.0,,1.0,11.87,,,2021-08-09 05:03:41.0
74,CN-355,SCREEN SHA ZJN WHS,TSC,高科技/备件物流/化工行业事业部,SCREE,SCREE,,20210610,202124,202106,202102,2021,0,,,,,,,,,,,,,,,,,,,,1.0,8.78,0.0,8.78,0.0,8.78,0.0,,1.0,8.78,,,2021-08-05 07:35:11.0
75,CN-364,CHANEL SHA XXX WHS,TSC,高科技/备件物流/化工行业事业部,CHANE,CHANE,8668.0,20210602,202123,202106,202102,2021,0,,,,,,,,,,,,,,,802.0,0.0,22215.0,0.0,0.0,,,,,,,,,,,0.0925242270419935,0.9074757729580064,2021-08-05 07:35:11.0
76,CN-372,,,,,,5.0,20210728,202131,202107,202103,2021,0,10.0,15.0,27430.0,27430.0,24560.9634,6.933,157.0,800.0,13792.0,13792.0,17567.6055,,,,4.0,870.0,321754.0,0.0,13872.0,,,,,,,,0.5028071454611739,,,0.8,0.1999999999999999,2021-08-10 09:30:35.0
77,CN-381,,,,,,331.0,20210719,202130,202107,202103,2021,0,,,,,,,,,,,,,,,2.0,130.0,68113.0,0.0,0.0,,,,,,,,,,,0.0060422960725075,0.9939577039274924,2021-08-10 09:30:35.0
78,CN-381,,,,,,331.0,20210807,202132,202108,202103,2021,1,2.0,2.0,712.0,712.0,490.8,0.3211,,,,,,,,,107.0,316.0,62852.0,0.0,2334.0,,,,,,,,0.0,,,0.323262839879154,0.676737160120846,2021-08-10 09:30:35.0
79,CN-390,DKSH SHA KQ0 PKG,CR,快消/零售行业事业部,DKSHX,DKSHX,,20210609,202124,202106,202102,2021,0,,,,,,,,,,,,,,,,,,,,2.0,16.73,0.0,16.73,0.0,16.73,0.0,,1.0,8.365,,,2021-08-05 07:35:11.0
80,CN-392,RAZER SHA XXX WHS,CR,快消/零售行业事业部,RAZER,RAZER,328.0,20210728,202131,202107,202103,2021,0,,,,,,,,,,,,,,,216.0,0.0,46082.0,32121.0,35382.0,,,,,,,,,,,0.6585365853658537,0.3414634146341463,2021-08-10 09:30:35.0
81,CN-394,LANDBASE SHA KQ0 PKG,CR,快消/零售行业事业部,LANDB,LANDB,,20210702,202127,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,4.0,36.0,36.0,0.0,0.0,36.0,0.0,,0.0,9.0,,,2021-08-05 07:35:11.0
82,CN-394,LANDBASE SHA KQ0 PKG,CR,快消/零售行业事业部,LANDB,LANDB,,20210717,202129,202107,202103,2021,1,,,,,,,,,,,,,,,,,,,,1.0,9.0,9.0,0.0,0.0,9.0,0.0,,0.0,9.0,,,2021-08-09 05:03:41.0
83,CN-403,HONOR DGM HMX WHS,TSC,高科技/备件物流/化工行业事业部,HONOR,HONOR,2303.0,20210802,202132,202108,202103,2021,0,219.0,467.0,180338410.0,180098530.0,,,1952.0,1997.0,170168759.0,224380473.0,,,,,27787.0,51254.0,25859252625.0,3175708.0,2110718.0,,,,,,,,1.245876204542036,,,12.065566652192793,-11.065566652192793,2021-08-10 09:30:35.0
84,CN-404,HL-COSTA PEK XXX WHS,EM,工业与制造行业事业部,HLCOS,HLCOS,,20210704,202127,202107,202103,2021,1,,,,,,,,,,,,,,,,,,,,1.0,5.5,0.0,5.5,0.0,5.5,0.0,,1.0,5.5,,,2021-08-05 07:35:11.0
85,CN-404,HL-COSTA PEK XXX WHS,EM,工业与制造行业事业部,HLCOS,HLCOS,,20210730,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,2.0,16.5,0.0,16.5,0.0,16.5,0.0,,1.0,8.25,,,2021-08-09 05:03:41.0
