ou_code,operation_day,inbound_receive_qty,kernal_core1,kernal_value1,outbound_shipped_qty,kernal_core2,kernal_value2,total_working_hour,kernal_core3,kernal_value3,dis_core,outbound_inbound_qty_ratio,working_hour_per_head,total_head_count,is_holiday,max_wh,min_wh,median_wh,mean_wh,qt_66_wh,qt_75_wh,d_to_core_outer,percent_error_66,percent_error_75
CN-265,20210708,2751877,2,3231566.763,702157,2,750137.8531,326.69,3,347.6409581,20.951,0.255155663,8.829459459,37,0,326.69,326.69,326.69,326.69,326.69,326.69,20.951,0,0
CN-265,20210621,3644754,2,3231566.763,20238,3,40092.20958,402.77,2,447.2454902,44.475,0.005552638,8.755869565,46,0,402.77,402.77,402.77,402.77,402.77,402.77,44.475,0,0
CN-267,20210621,1525,3,1561.424339,4632,2,3611.876611,136.73,1,143.5320968,6.802,3.037377049,10.51769231,13,0,156.72,70.78,134.78,119.9085714,136.73128,139.93,6.802,9.36E-06,0.023403788
CN-267,20210614,1678,3,1561.424339,760,2,3611.876611,70.78,0,88.83053571,18.051,0.452920143,8.8475,8,1,156.72,70.78,134.78,119.9085714,136.73128,139.93,18.051,0.931778468,0.976970896
CN-267,20210612,1703,3,1561.424339,3423,2,3611.876611,111.5,3,108.8211239,-2.679,2.009982384,10.13636364,11,1,156.72,70.78,134.78,119.9085714,136.73128,139.93,-2.679,0.226289507,0.254977578
CN-267,20210615,1335,3,1561.424339,3055,2,3611.876611,134.78,2,127.8209598,-6.959,2.288389513,10.36769231,13,0,156.72,70.78,134.78,119.9085714,136.73128,139.93,-6.959,0.014477519,0.038210417
CN-267,20210617,1315,3,1561.424339,8305,3,7965.974359,155.38,1,143.5320968,-11.848,6.315589354,10.35866667,15,0,155.38,129,142.19,142.19,146.587546,148.785,-11.848,-0.056586781,-0.04244433
CN-267,20210707,1773,3,1561.424339,0,-1,0,149.6,1,143.5320968,-6.068,0,10.68571429,14,0,149.6,149.6,149.6,149.6,149.6,149.6,-6.068,0,0
CN-267,20210704,1552,3,1561.424339,4170,2,3611.876611,85.72,0,88.83053571,3.111,2.68685567,9.524444444,9,1,156.72,70.78,134.78,119.9085714,136.73128,139.93,3.111,0.595091927,0.632407839
CN-267,20210608,1680,3,1561.424339,7358,3,7965.974359,129,2,127.8209598,-1.179,4.379761905,9.923076923,13,0,155.38,129,142.19,142.19,146.587546,148.785,-1.179,0.136337566,0.153372093
CN-267,20210628,1482,3,1561.424339,7047,1,6276.876494,130,2,127.8209598,-2.179,4.755060729,10,13,0,143.97,130,136.3,136.7566667,138.857178,140.135,-2.179,0.068132138,0.077961538
CN-267,20210623,1228,3,1561.424339,3874,2,3611.876611,143.13,1,143.5320968,0.402,3.154723127,10.22357143,14,0,156.72,70.78,134.78,119.9085714,136.73128,139.93,0.402,-0.044705652,-0.022357298
CN-267,20210701,1526,3,1561.424339,4771,2,3611.876611,156.72,1,143.5320968,-13.188,3.126474443,11.19428571,14,0,156.72,70.78,134.78,119.9085714,136.73128,139.93,-13.188,-0.127544155,-0.107133742
CN-267,20210706,1767,3,1561.424339,6064,1,6276.876494,143.97,1,143.5320968,-0.438,3.43180532,10.28357143,14,0,143.97,130,136.3,136.7566667,138.857178,140.135,-0.438,-0.035513107,-0.026637494
CN-267,20210626,1540,3,1561.424339,11317,0,11156.56204,117.18,3,108.8211239,-8.359,7.348701299,9.765,12,1,130.1,117.18,123.64,123.64,125.793764,126.87,-8.359,0.073508824,0.082693292
CN-267,20210630,1749,3,1561.424339,5909,1,6276.876494,136.3,1,143.5320968,7.232,3.378502001,10.48461538,13,0,143.97,130,136.3,136.7566667,138.857178,140.135,7.232,0.018761394,0.028136464
CN-267,20210611,1718,3,1561.424339,11003,0,11156.56204,130.1,2,127.8209598,-2.279,6.404540163,10.84166667,12,0,130.1,117.18,123.64,123.64,125.793764,126.87,-2.279,-0.033099431,-0.024827056
CN-267,20210607,2012,1,2105.852255,4068,2,3611.876611,132.82,2,127.8209598,-4.999,2.021868787,10.21692308,13,0,133.57,100.38,125.895,121.435,132.820075,133.0075,-4.999,5.65E-07,0.001411685
CN-267,20210627,1973,1,2105.852255,6015,1,6276.876494,96.87,0,88.83053571,-8.039,3.048656868,10.76333333,9,1,126.07,96.87,111.48,111.678,118.494736,122,-8.039,0.223234603,0.259419841
CN-267,20210710,2013,1,2105.852255,6014,1,6276.876494,111.48,3,108.8211239,-2.659,2.987580725,10.13454545,11,1,126.07,96.87,111.48,111.678,118.494736,122,-2.659,0.062923717,0.094366703
CN-267,20210616,2014,1,2105.852255,6583,1,6276.876494,126.07,2,127.8209598,1.751,3.268619662,10.50583333,12,0,126.07,96.87,111.48,111.678,118.494736,122,1.751,-0.060087761,-0.032283652
CN-267,20210708,2210,1,2105.852255,6169,1,6276.876494,122,2,127.8209598,5.821,2.791402715,11.09090909,11,0,126.07,96.87,111.48,111.678,118.494736,122,5.821,-0.028731672,0
CN-267,20210702,2388,1,2105.852255,1860,2,3611.876611,118.97,2,127.8209598,8.851,0.778894472,9.914166667,12,0,133.57,100.38,125.895,121.435,132.820075,133.0075,8.851,0.116416534,0.117991931
CN-267,20210629,2270,1,2105.852255,4453,2,3611.876611,133.57,2,127.8209598,-5.749,1.961674009,10.27461538,13,0,133.57,100.38,125.895,121.435,132.820075,133.0075,-5.749,-0.005614472,-0.004211275
CN-267,20210703,2180,1,2105.852255,6150,1,6276.876494,101.97,3,108.8211239,6.851,2.821100917,10.197,10,1,126.07,96.87,111.48,111.678,118.494736,122,6.851,0.162054879,0.196430323
CN-267,20210613,2016,1,2105.852255,7542,3,7965.974359,101.32,3,108.8211239,7.501,3.741071429,10.132,10,1,101.32,101.32,101.32,101.32,101.32,101.32,7.501,0,0
CN-267,20210606,1997,1,2105.852255,3560,2,3611.876611,100.38,3,108.8211239,8.441,1.782674011,10.038,10,1,133.57,100.38,125.895,121.435,132.820075,133.0075,8.441,0.323172694,0.325039849
CN-267,20210609,760,0,703.7938343,7189,3,7965.974359,141.53,1,143.5320968,2.002,9.459210526,10.10928571,14,0,141.53,125.55,133.54,133.54,136.203866,137.535,2.002,-0.037632544,-0.028227231
CN-267,20210625,794,0,703.7938343,6955,1,6276.876494,112.5,3,108.8211239,-3.679,8.759445844,10.22727273,11,0,143.33,93.83,119.865,119.2225,127.23161,131.255,-3.679,0.130947644,0.166711111
CN-267,20210618,773,0,703.7938343,5407,1,6276.876494,127.23,2,127.8209598,0.591,6.994825356,9.786923077,13,0,143.33,93.83,119.865,119.2225,127.23161,131.255,0.591,1.27E-05,0.031635621
CN-267,20210709,941,0,703.7938343,8268,3,7965.974359,125.55,2,127.8209598,2.271,8.78639745,10.4625,12,0,141.53,125.55,133.54,133.54,136.203866,137.535,2.271,0.084857555,0.095459976
CN-267,20210620,969,0,703.7938343,6353,1,6276.876494,93.83,0,88.83053571,-4.999,6.55624355,9.383,10,1,143.33,93.83,119.865,119.2225,127.23161,131.255,-4.999,0.35598007,0.39885964
CN-267,20210619,336,0,703.7938343,3853,2,3611.876611,110.03,3,108.8211239,-1.209,11.4672619,10.00272727,11,1,128.85,110.03,119.44,119.44,122.577294,124.145,-1.209,0.114035209,0.128283195
CN-267,20210624,640,0,703.7938343,6395,1,6276.876494,143.33,1,143.5320968,0.202,9.9921875,11.02538462,13,0,143.33,93.83,119.865,119.2225,127.23161,131.255,0.202,-0.112316961,-0.084246145
CN-267,20210610,325,0,703.7938343,4341,2,3611.876611,128.85,2,127.8209598,-1.029,13.35692308,9.911538462,13,0,128.85,110.03,119.44,119.44,122.577294,124.145,-1.029,-0.048682235,-0.036515328
CN-267,20210622,3426,2,3268.59375,9040,3,7965.974359,138.5,1,143.5320968,5.032,2.638645651,10.65384615,13,0,138.5,138.5,138.5,138.5,138.5,138.5,5.032,0,0
CN-267,20210705,3134,2,3268.59375,3970,2,3611.876611,107.5,3,108.8211239,1.321,1.266751755,9.772727273,11,0,107.5,107.5,107.5,107.5,107.5,107.5,1.321,0,0
CN-269,20210608,0,-1,0,145836,3,145836,94.48,2,86.16268012,-8.317,0,10.49777778,9,0,94.48,94.48,94.48,94.48,94.48,94.48,-8.317,0,0
CN-269,20210622,0,-1,0,0,-1,0,88.04,2,86.16268012,-1.877,0,9.782222222,9,0,88.04,9.95,64.265,59.8375,73.892842,78.9525,-1.877,-0.160690118,-0.103220127
CN-269,20210620,0,-1,0,0,-1,0,9.95,3,9.95,0,0,9.95,1,1,88.04,9.95,64.265,59.8375,73.892842,78.9525,0,6.426416281,6.934924623
CN-269,20210710,0,-1,0,0,-1,0,81.96,2,86.16268012,4.203,0,10.245,8,1,88.04,9.95,64.265,59.8375,73.892842,78.9525,4.203,-0.098427989,-0.036694729
CN-269,20210704,0,-1,0,0,-1,0,39.77,1,46.36786585,6.598,0,9.9425,4,1,88.04,9.95,64.265,59.8375,73.892842,78.9525,6.598,0.858004576,0.985227558
CN-269,20210624,0,-1,0,92983,1,101274.4589,78.11,0,72.67817805,-5.432,0,8.678888889,9,0,85.59,72.82,78.11,78.84,80.603832,81.85,-5.432,0.03192718,0.047881193
CN-269,20210626,0,-1,0,0,-1,0,62.76,0,72.67817805,9.918,0,10.46,6,1,88.04,9.95,64.265,59.8375,73.892842,78.9525,9.918,0.17738754,0.258006692
CN-269,20210709,0,-1,0,110501,1,101274.4589,72.82,0,72.67817805,-0.142,0,8.091111111,9,0,85.59,72.82,78.11,78.84,80.603832,81.85,-0.142,0.106891403,0.124004394
CN-269,20210702,0,-1,0,14376,0,14376,78.25,0,72.67817805,-5.572,0,8.694444444,9,0,78.25,78.25,78.25,78.25,78.25,78.25,-5.572,0,0
CN-269,20210628,0,-1,0,0,-1,0,77.95,0,72.67817805,-5.272,0,8.661111111,9,0,88.04,9.95,64.265,59.8375,73.892842,78.9525,-5.272,-0.05204821,0.012860808
CN-269,20210612,0,-1,0,0,-1,0,65.77,0,72.67817805,6.908,0,10.96166667,6,1,88.04,9.95,64.265,59.8375,73.892842,78.9525,6.908,0.123503756,0.200433328
CN-269,20210618,0,-1,0,83802,1,101274.4589,85.59,2,86.16268012,0.573,0,9.51,9,0,85.59,72.82,78.11,78.84,80.603832,81.85,0.573,-0.058256432,-0.043696694
CN-269,20210606,0,-1,0,0,-1,0,52.5,1,46.36786585,-6.132,0,8.75,6,1,88.04,9.95,64.265,59.8375,73.892842,78.9525,-6.132,0.407482705,0.503857143
CN-269,20210610,190992,2,190992,117840,1,101274.4589,90.5,2,86.16268012,-4.337,0.616989193,10.05555556,9,0,90.5,90.5,90.5,90.5,90.5,90.5,-4.337,0,0
CN-269,20210630,39600,1,39600,33132,2,36198.66667,82.97,2,86.16268012,3.193,0.836666667,9.218888889,9,0,82.97,82.97,82.97,82.97,82.97,82.97,3.193,0,0
CN-269,20210616,117840,0,117840,31200,2,36198.66667,79.96,2,86.16268012,6.203,0.264765784,8.884444444,9,0,79.96,79.96,79.96,79.96,79.96,79.96,6.203,0,0
CN-269,20210707,95796,3,95796,44540,2,36198.66667,85.8,2,86.16268012,0.363,0.464946344,9.533333333,9,0,85.8,85.8,85.8,85.8,85.8,85.8,0.363,0,0
CN-274,20210630,0,-1,0,0,-1,0,41.87,1,42.78420171,0.914,0,8.374,5,0,49.69,8.6,41.87,33.38666667,44.477188,45.78,0.914,0.062268641,0.093384285
CN-274,20210618,0,-1,0,2348,2,2521.92757,41.9,1,42.78420171,0.884,0,8.38,5,0,41.98,37.84,41.9,40.57333333,41.926672,41.94,0.884,0.000636563,0.000954654
CN-274,20210709,0,-1,0,1028,3,1101.715862,41.75,1,42.78420171,1.034,0,8.35,5,0,42.03,41.75,41.89,41.89,41.936676,41.96,1.034,0.004471281,0.00502994
CN-274,20210701,0,-1,0,0,-1,0,49.69,1,42.78420171,-6.906,0,9.938,5,0,49.69,8.6,41.87,33.38666667,44.477188,45.78,-6.906,-0.104906661,-0.078687865
CN-274,20210617,0,-1,0,644,0,421.5148969,42.8,1,42.78420171,-0.016,0,8.56,5,0,42.8,41.54,42.17,42.17,42.380042,42.485,-0.016,-0.009812103,-0.007359813
CN-274,20210622,0,-1,0,477,0,421.5148969,41.54,1,42.78420171,1.244,0,8.308,5,0,42.8,41.54,42.17,42.17,42.380042,42.485,1.244,0.020222484,0.022749157
CN-274,20210608,0,-1,0,2759,2,2521.92757,37.84,3,36.30963964,-1.53,0,7.568,5,0,41.98,37.84,41.9,40.57333333,41.926672,41.94,-1.53,0.107998732,0.108350951
CN-274,20210626,0,-1,0,0,-1,0,8.6,0,9.334512922,0.735,0,8.6,1,1,49.69,8.6,41.87,33.38666667,44.477188,45.78,0.735,4.171766047,4.323255814
CN-274,20210629,0,-1,0,1014,3,1101.715862,42.03,1,42.78420171,0.754,0,8.406,5,0,42.03,41.75,41.89,41.89,41.936676,41.96,0.754,-0.002220414,-0.001665477
CN-274,20210707,0,-1,0,3347,2,2521.92757,41.98,1,42.78420171,0.804,0,8.396,5,0,41.98,37.84,41.9,40.57333333,41.926672,41.94,0.804,-0.001270319,-0.000952835
CN-274,20210623,1374,0,1738.9511,428,0,421.5148969,42.21,1,42.78420171,0.574,0.311499272,8.442,5,0,42.21,18.63,41.95,34.26333333,42.036684,42.08,0.574,-0.004106041,-0.003079839
CN-274,20210625,1805,0,1738.9511,2340,2,2521.92757,43.4,1,42.78420171,-0.616,1.296398892,8.68,5,0,43.4,43.4,43.4,43.4,43.4,43.4,-0.616,0,0
CN-274,20210607,1523,0,1738.9511,0,-1,0,42.27,1,42.78420171,0.514,0,8.454,5,0,42.27,9.5,25.885,25.885,31.347759,34.0775,0.514,-0.258392264,-0.193813579
CN-274,20210624,1768,0,1738.9511,915,3,1101.715862,45.2,1,42.78420171,-2.416,0.517533937,9.04,5,0,45.2,45.2,45.2,45.2,45.2,45.2,-2.416,0,0
CN-274,20210706,1925,0,1738.9511,530,0,421.5148969,41.95,1,42.78420171,0.834,0.275324675,8.39,5,0,42.21,18.63,41.95,34.26333333,42.036684,42.08,0.834,0.002066365,0.003098927
CN-274,20210606,2013,0,1738.9511,354,0,421.5148969,18.63,2,18.63,0,0.17585693,9.315,2,1,42.21,18.63,41.95,34.26333333,42.036684,42.08,0,1.256397424,1.258722491
CN-274,20210627,1755,0,1738.9511,0,-1,0,9.5,0,9.334512922,-0.165,0,9.5,1,1,42.27,9.5,25.885,25.885,31.347759,34.0775,-0.165,2.299764105,2.587105263
CN-274,20210613,2529,3,2577.949807,151,0,421.5148969,9.98,0,9.334512922,-0.645,0.059707394,9.98,1,1,42.17,9.98,26.075,26.075,31.441073,34.1225,-0.645,2.150408116,2.419088176
CN-274,20210708,2681,3,2577.949807,102,0,421.5148969,42.17,1,42.78420171,0.614,0.038045505,8.434,5,0,42.17,9.98,26.075,26.075,31.441073,34.1225,0.614,-0.254420844,-0.190834717
CN-274,20210611,2403,3,2577.949807,1441,3,1101.715862,42.37,1,42.78420171,0.414,0.599667083,8.474,5,0,42.37,42.37,42.37,42.37,42.37,42.37,0.414,0,0
CN-274,20210704,2707,3,2577.949807,0,-1,0,9.33,0,9.334512922,0.005,0,9.33,1,1,9.33,9.33,9.33,9.33,9.33,9.33,0.005,0,0
CN-274,20210621,885,1,530.3756345,1111,3,1101.715862,38.47,3,36.30963964,-2.16,1.255367232,9.6175,4,0,38.47,38.47,38.47,38.47,38.47,38.47,-2.16,0,0
CN-274,20210616,921,1,530.3756345,568,0,421.5148969,42.56,1,42.78420171,0.224,0.616720955,8.512,5,0,42.56,41.82,42.19,42.19,42.313358,42.375,0.224,-0.00579516,-0.004346805
CN-274,20210609,308,1,530.3756345,2162,2,2521.92757,45.34,1,42.78420171,-2.556,7.019480519,9.068,5,0,45.34,42.12,43.73,43.73,44.266774,44.535,-2.556,-0.023670622,-0.017754742
CN-274,20210610,1,1,530.3756345,2071,2,2521.92757,42.12,1,42.78420171,0.664,2071,8.424,5,0,45.34,42.12,43.73,43.73,44.266774,44.535,0.664,0.050968044,0.057336182
CN-274,20210705,396,1,530.3756345,0,-1,0,42.2,1,42.78420171,0.584,0,8.44,5,0,42.2,42.2,42.2,42.2,42.2,42.2,0.584,0,0
CN-274,20210628,563,1,530.3756345,563,0,421.5148969,41.82,1,42.78420171,0.964,1,8.364,5,0,42.56,41.82,42.19,42.19,42.313358,42.375,0.964,0.011797178,0.013271162
CN-274,20210702,834,1,530.3756345,4567,1,4567,33.1,3,36.30963964,3.21,5.476019185,8.275,4,0,33.1,33.1,33.1,33.1,33.1,33.1,3.21,0,0
CN-274,20210615,4930,2,4930,0,-1,0,41.63,1,42.78420171,1.154,0,8.326,5,0,41.63,41.63,41.63,41.63,41.63,41.63,1.154,0,0
CN-296,20210617,93374,3,76818.9795,42244,1,43783.83002,215.47,1,214.4980516,-0.972,0.452417161,11.34052632,19,0,222.27,195.09,215.47,210.9433333,217.73712,218.87,-0.972,0.010521743,0.015779459
CN-296,20210701,69574,3,76818.9795,47742,1,43783.83002,222.27,1,214.4980516,-7.772,0.686204617,11.69842105,19,0,222.27,195.09,215.47,210.9433333,217.73712,218.87,-7.772,-0.020393575,-0.015296711
CN-296,20210619,71243,3,76818.9795,19076,0,21724.61625,166.66,0,157.5682712,-9.092,0.26775964,10.41625,16,1,166.66,166.66,166.66,166.66,166.66,166.66,-9.092,0,0
CN-296,20210611,73857,3,76818.9795,40416,1,43783.83002,195.09,3,188.8309501,-6.259,0.547219627,10.83833333,18,0,222.27,195.09,215.47,210.9433333,217.73712,218.87,-6.259,0.116085499,0.12189246
CN-296,20210702,79180,3,76818.9795,27442,2,32750.99798,206.63,1,214.4980516,7.868,0.346577419,10.87526316,19,0,206.63,206.63,206.63,206.63,206.63,206.63,7.868,0,0
CN-296,20210607,24638,2,32566.71978,44256,1,43783.83002,180.32,3,188.8309501,8.511,1.796249696,10.01777778,18,0,195.08,180.32,187.7,187.7,190.160492,191.39,8.511,0.054572382,0.061390861
CN-296,20210625,35086,2,32566.71978,31582,2,32750.99798,210.82,1,214.4980516,3.678,0.900131106,10.541,20,0,263.63,141.98,207.17,203.4122222,208.774152,210.82,3.678,-0.009704241,0
CN-296,20210710,38914,2,32566.71978,16195,0,21724.61625,168.56,0,157.5682712,-10.992,0.416174128,9.915294118,17,1,181.98,168.56,175.27,175.27,177.507114,178.625,-10.992,0.053079699,0.059711675
CN-296,20210616,39513,2,32566.71978,35560,2,32750.99798,207.17,1,214.4980516,7.328,0.899956976,10.90368421,19,0,263.63,141.98,207.17,203.4122222,208.774152,210.82,7.328,0.007743167,0.017618381
CN-296,20210705,32045,2,32566.71978,31967,2,32750.99798,225.35,1,214.4980516,-10.852,0.997565923,10.73095238,21,0,263.63,141.98,207.17,203.4122222,208.774152,210.82,-10.852,-0.073556015,-0.064477479
CN-296,20210610,40778,2,32566.71978,41291,1,43783.83002,195.08,3,188.8309501,-6.249,1.012580313,10.26736842,19,0,195.08,180.32,187.7,187.7,190.160492,191.39,-6.249,-0.0252179,-0.018915317
CN-296,20210703,33150,2,32566.71978,19927,0,21724.61625,181.98,3,188.8309501,6.851,0.601116139,11.37375,16,1,181.98,168.56,175.27,175.27,177.507114,178.625,6.851,-0.024578998,-0.018436092
CN-296,20210621,28530,2,32566.71978,35249,2,32750.99798,181.22,3,188.8309501,7.611,1.235506484,10.06777778,18,0,263.63,141.98,207.17,203.4122222,208.774152,210.82,7.611,0.152048074,0.16333738
CN-296,20210614,31139,2,32566.71978,32425,2,32750.99798,141.98,0,157.5682712,15.588,1.041298693,10.92153846,13,1,263.63,141.98,207.17,203.4122222,208.774152,210.82,15.588,0.470447612,0.484857022
CN-296,20210622,28004,2,32566.71978,33766,2,32750.99798,207.75,1,214.4980516,6.748,1.205756321,10.93421053,19,0,263.63,141.98,207.17,203.4122222,208.774152,210.82,6.748,0.004929733,0.014777377
CN-296,20210707,32740,2,32566.71978,28048,2,32750.99798,263.63,2,259.4586348,-4.171,0.856689065,10.98458333,24,0,263.63,141.98,207.17,203.4122222,208.774152,210.82,-4.171,-0.208078929,-0.200318628
CN-296,20210624,31636,2,32566.71978,36601,2,32750.99798,185.8,3,188.8309501,3.031,1.156941459,10.32222222,18,0,263.63,141.98,207.17,203.4122222,208.774152,210.82,3.031,0.123649903,0.134660926
CN-296,20210609,25348,2,32566.71978,35421,2,32750.99798,206.99,1,214.4980516,7.508,1.397388354,10.89421053,19,0,263.63,141.98,207.17,203.4122222,208.774152,210.82,7.508,0.008619508,0.018503309
CN-296,20210618,59988,1,54134.26804,45293,1,43783.83002,188.76,3,188.8309501,0.071,0.75503434,10.48666667,18,0,188.76,188.76,188.76,188.76,188.76,188.76,0.071,0,0
CN-296,20210620,51547,1,54134.26804,24449,0,21724.61625,154.71,0,157.5682712,2.858,0.474305003,10.314,15,1,293.96,154.4,172.3,198.24,189.900407,215.9075,2.858,0.227460455,0.395562666
CN-296,20210629,51534,1,54134.26804,57597,3,57597,212.74,1,214.4980516,1.758,1.117650483,11.19684211,19,0,212.74,212.74,212.74,212.74,212.74,212.74,1.758,0,0
CN-296,20210704,50975,1,54134.26804,25583,0,21724.61625,189.89,3,188.8309501,-1.059,0.501873467,11.17,17,1,293.96,154.4,172.3,198.24,189.900407,215.9075,-1.059,5.48E-05,0.137013534
CN-296,20210613,56280,1,54134.26804,23473,0,21724.61625,154.4,0,157.5682712,3.168,0.417075338,10.29333333,15,1,293.96,154.4,172.3,198.24,189.900407,215.9075,3.168,0.229924916,0.398364637
CN-296,20210626,54194,1,54134.26804,18872,0,21724.61625,293.96,2,259.4586348,-34.501,0.348230431,14.698,20,1,293.96,154.4,172.3,198.24,189.900407,215.9075,-34.501,-0.353992356,-0.265520819
CN-296,20210627,18627,0,15673.70141,24852,0,21724.61625,247.22,2,259.4586348,12.239,1.334192301,12.361,20,1,247.22,146.35,196.785,196.785,213.600029,222.0025,12.239,-0.135992116,-0.102004288
CN-296,20210628,14765,0,15673.70141,33494,2,32750.99798,226.76,1,214.4980516,-12.262,2.26847274,11.338,20,0,262.09,158.22,219.71,213.5755556,232.984976,245.42,-12.262,0.027451826,0.082289645
CN-296,20210623,18691,0,15673.70141,33881,2,32750.99798,171.35,0,157.5682712,-13.782,1.8126906,10.709375,16,0,262.09,158.22,219.71,213.5755556,232.984976,245.42,-13.782,0.359702224,0.432273125
CN-296,20210615,16298,0,15673.70141,33225,2,32750.99798,195.93,3,188.8309501,-7.099,2.038593692,10.885,18,0,262.09,158.22,219.71,213.5755556,232.984976,245.42,-7.099,0.189123544,0.252590211
CN-296,20210612,23012,0,15673.70141,23300,0,21724.61625,146.35,0,157.5682712,11.218,1.012515209,10.45357143,14,1,247.22,146.35,196.785,196.785,213.600029,222.0025,11.218,0.45951506,0.516928596
CN-296,20210630,334,0,15673.70141,29009,2,32750.99798,219.71,1,214.4980516,-5.212,86.85329341,11.56368421,19,0,262.09,158.22,219.71,213.5755556,232.984976,245.42,-5.212,0.060420445,0.117017887
CN-296,20210706,12833,0,15673.70141,32579,2,32750.99798,245.53,2,259.4586348,13.929,2.538689317,11.16045455,22,0,262.09,158.22,219.71,213.5755556,232.984976,245.42,13.929,-0.05109365,-0.00044801
CN-296,20210606,21018,0,15673.70141,30406,2,32750.99798,158.22,0,157.5682712,-0.652,1.446664764,11.30142857,14,1,262.09,158.22,219.71,213.5755556,232.984976,245.42,-0.652,0.472538086,0.551131336
CN-296,20210608,20912,0,15673.70141,35073,2,32750.99798,197.17,3,188.8309501,-8.339,1.677171002,10.37736842,19,0,262.09,158.22,219.71,213.5755556,232.984976,245.42,-8.339,0.181645159,0.244712684
CN-296,20210708,10595,0,15673.70141,34921,2,32750.99798,262.09,2,259.4586348,-2.631,3.295988674,11.39521739,23,0,262.09,158.22,219.71,213.5755556,232.984976,245.42,-2.631,-0.111049731,-0.063604105
CN-296,20210709,12479,0,15673.70141,30069,2,32750.99798,245.42,2,259.4586348,14.039,2.409568074,10.67043478,23,0,262.09,158.22,219.71,213.5755556,232.984976,245.42,14.039,-0.05066834,0
CN-297,20210614,0,-1,0,0,-1,0,30.66,2,64.21114754,33.551,0,7.665,4,1,30.66,30.66,30.66,30.66,30.66,30.66,33.551,0,0
CN-297,20210618,2978684,0,10788052.54,842718,1,6144668.316,185,0,167.4103913,-17.59,0.282916214,9.25,20,0,255.48,185,229.885,225.735,244.737675,247.2575,-17.59,0.322906351,0.336527027
CN-297,20210612,10677663,0,10788052.54,1795391,1,6144668.316,205.39,1,236.518549,31.129,0.168144565,11.41055556,18,1,255.48,185,229.885,225.735,244.737675,247.2575,31.129,0.191575417,0.203843907
CN-297,20210624,20350731.5,0,10788052.54,37465906,0,37643848.91,263.47,3,265.0116102,1.542,1.841010285,10.13346154,26,0,263.47,131.58,168.41,182.9675,174.758872,196.93,1.542,-0.336702957,-0.252552473
CN-297,20210630,19353348,0,10788052.54,11586296,1,6144668.316,255.48,3,265.0116102,9.532,0.598671403,10.2192,25,0,255.48,185,229.885,225.735,244.737675,247.2575,9.532,-0.042047616,-0.032184515
CN-297,20210608,14151190,0,10788052.54,55363958,3,63117857.61,243.76,1,236.518549,-7.241,3.912318187,9.7504,25,0,243.76,194.69,221.19,219.88,228.714838,232.475,-7.241,-0.061721209,-0.046295537
CN-297,20210703,1659995,0,10788052.54,47851611,0,37643848.91,131.58,0,167.4103913,35.83,28.82635851,10.965,12,1,263.47,131.58,168.41,182.9675,174.758872,196.93,35.83,0.328156802,0.496656027
CN-297,20210615,20686253,0,10788052.54,1745600,1,6144668.316,248.77,1,236.518549,-12.251,0.084384543,9.568076923,26,0,255.48,185,229.885,225.735,244.737675,247.2575,-12.251,-0.016209049,-0.006079913
CN-297,20210606,656785,0,10788052.54,49331519,0,37643848.91,174.75,0,167.4103913,-7.34,75.11060545,10.921875,16,1,263.47,131.58,168.41,182.9675,174.758872,196.93,-7.34,5.08E-05,0.126924177
CN-297,20210701,19319872,0,10788052.54,18826945,1,6144668.316,242.72,1,236.518549,-6.201,0.974486011,9.7088,25,0,255.48,185,229.885,225.735,244.737675,247.2575,-6.201,0.008312768,0.01869438
CN-297,20210702,261088,0,10788052.54,11684998,1,6144668.316,217.05,1,236.518549,19.469,44.75501747,9.436956522,23,0,255.48,185,229.885,225.735,244.737675,247.2575,19.469,0.12756358,0.139173002
CN-297,20210627,5248039,0,10788052.54,26896937,0,37643848.91,162.07,0,167.4103913,5.34,5.125140457,10.80466667,15,1,263.47,131.58,168.41,182.9675,174.758872,196.93,5.34,0.07829254,0.215092244
CN-297,20210620,9500577,0,10788052.54,55989910,3,63117857.61,221.19,1,236.518549,15.329,5.893316795,10.53285714,21,1,243.76,194.69,221.19,219.88,228.714838,232.475,15.329,0.034019793,0.051019486
CN-297,20210619,11497235,0,10788052.54,54988076,3,63117857.61,194.69,0,167.4103913,-27.28,4.782721759,10.81611111,18,1,243.76,194.69,221.19,219.88,228.714838,232.475,-27.28,0.174764179,0.194077765
CN-297,20210709,142265417,2,126613217.8,24799400,0,37643848.91,278.09,3,265.0116102,-13.078,0.174317839,10.69576923,26,0,278.09,278.09,278.09,278.09,278.09,278.09,-13.078,0,0
CN-297,20210611,122477218,2,126613217.8,4114631,1,6144668.316,244.05,1,236.518549,-7.531,0.033595072,10.61086957,23,0,244.05,244.05,244.05,244.05,244.05,244.05,-7.531,0,0
CN-297,20210621,118182248,2,126613217.8,106188488,2,100558642.7,271.39,3,265.0116102,-6.378,0.898514708,10.05148148,27,0,271.39,271.39,271.39,271.39,271.39,271.39,-6.378,0,0
CN-297,20210613,32068899,3,37862693.38,862107,1,6144668.316,96.68,2,64.21114754,-32.469,0.026882962,9.668,10,1,244.44,96.68,162.41,167.8433333,189.758802,203.425,-32.469,0.962751365,1.10410633
