ou_code,operation_day,inbound_receive_qty,kernal_core1,kernal_value1,outbound_shipped_qty,kernal_core2,kernal_value2,total_working_hour,kernal_core3,kernal_value3,dis_core,outbound_inbound_qty_ratio,working_hour_per_head,total_head_count,is_holiday,max_wh,min_wh,median_wh,mean_wh,qt_66_wh,qt_75_wh,d_to_core_outer,percent_error_66,percent_error_75
CN-130,20210710,0,-1,0,0,-1,0,20.73,1,18.91938144,-1.811,0,10.365,2,1,59.78,12.98,21.47,30.08625,33.217321,41.1525,-1.811,0.602379209,0.985166425
CN-130,20210709,0,-1,0,0,-1,0,59.78,2,61.63963855,1.86,0,9.963333333,6,0,59.78,12.98,21.47,30.08625,33.217321,41.1525,1.86,-0.444340565,-0.31160087
CN-130,20210706,0,-1,0,4020,0,2249.411111,47.65,0,48.91745726,1.267,0,7.941666667,6,0,47.77,46.58,47.615,47.395,47.650012,47.68,1.267,2.52E-07,0.000629591
CN-130,20210622,0,-1,0,4134,0,2249.411111,46.58,0,48.91745726,2.337,0,7.763333333,6,0,47.77,46.58,47.615,47.395,47.650012,47.68,2.337,0.02297149,0.023615286
CN-130,20210612,0,-1,0,0,-1,0,21.82,1,18.91938144,-2.901,0,10.91,2,1,59.78,12.98,21.47,30.08625,33.217321,41.1525,-2.901,0.522333685,0.885999083
CN-130,20210628,0,-1,0,17785,1,22895.97368,47.71,0,48.91745726,1.207,0,7.951666667,6,0,48.34,47.71,48.025,48.025,48.130021,48.1825,1.207,0.008803626,0.009903584
CN-130,20210613,0,-1,0,0,-1,0,17.47,1,18.91938144,1.449,0,4.3675,4,1,59.78,12.98,21.47,30.08625,33.217321,41.1525,1.449,0.901392158,1.355609616
CN-130,20210705,0,-1,0,0,-1,0,47.88,0,48.91745726,1.037,0,7.98,6,0,59.78,12.98,21.47,30.08625,33.217321,41.1525,1.037,-0.306238074,-0.140507519
CN-130,20210701,0,-1,0,0,-1,0,38.91,3,39.75516949,0.845,0,7.782,5,0,59.78,12.98,21.47,30.08625,33.217321,41.1525,0.845,-0.146303752,0.057632999
CN-130,20210620,0,-1,0,0,-1,0,12.98,1,18.91938144,5.939,0,6.49,2,1,59.78,12.98,21.47,30.08625,33.217321,41.1525,5.939,1.559115639,2.170454545
CN-130,20210616,0,-1,0,20463,1,22895.97368,48.34,0,48.91745726,0.577,0,8.056666667,6,0,48.34,47.71,48.025,48.025,48.130021,48.1825,0.577,-0.004343794,-0.003258171
CN-130,20210609,0,-1,0,1872,0,2249.411111,47.77,0,48.91745726,1.147,0,7.961666667,6,0,47.77,46.58,47.615,47.395,47.650012,47.68,1.147,-0.002511786,-0.001884028
CN-130,20210618,0,-1,0,12234,3,10646.55447,51.61,0,48.91745726,-2.693,0,8.601666667,6,0,51.61,51.61,51.61,51.61,51.61,51.61,-2.693,0,0
CN-130,20210621,35754,3,35754,1620,0,2249.411111,47.59,0,48.91745726,1.327,0.045309616,7.931666667,6,0,47.59,47.59,47.59,47.59,47.59,47.59,1.327,0,0
CN-130,20210610,22182,0,20462.10479,11265,3,10646.55447,51.05,0,48.91745726,-2.133,0.507844198,8.508333333,6,0,63.38,51.05,57.215,57.215,59.270411,60.2975,-2.133,0.16102666,0.181145935
CN-130,20210615,24240,0,20462.10479,38594,2,38594,48.58,0,48.91745726,0.337,1.592161716,8.096666667,6,0,48.58,48.58,48.58,48.58,48.58,48.58,0.337,0,0
CN-130,20210607,18173,0,20462.10479,22835,1,22895.97368,47.67,0,48.91745726,1.247,1.256534419,7.945,6,0,62.03,47.6,47.67,52.43333333,52.457624,54.85,1.247,0.100432641,0.150618838
CN-130,20210707,20392,0,20462.10479,11913,3,10646.55447,63.38,2,61.63963855,-1.74,0.584199686,10.56333333,6,0,63.38,51.05,57.215,57.215,59.270411,60.2975,-1.74,-0.06484047,-0.048635216
CN-130,20210623,22518,0,20462.10479,28310,1,22895.97368,47.6,0,48.91745726,1.317,1.257216449,7.933333333,6,0,62.03,47.6,47.67,52.43333333,52.457624,54.85,1.317,0.102050924,0.152310924
CN-130,20210611,16080,0,20462.10479,24824,1,22895.97368,62.03,2,61.63963855,-0.39,1.543781095,10.33833333,6,0,62.03,47.6,47.67,52.43333333,52.457624,54.85,-0.39,-0.154318491,-0.115750443
CN-130,20210625,1529,2,3941.454651,14778,3,10646.55447,42.56,3,39.75516949,-2.805,9.665140615,7.093333333,6,0,54.32,35.49,44.885,44.895,47.210711,48.9875,-2.805,0.109274225,0.151022086
CN-130,20210608,392,2,3941.454651,21757,1,22895.97368,47.69,0,48.91745726,1.227,55.50255102,7.948333333,6,0,47.69,47.69,47.69,47.69,47.69,47.69,1.227,0,0
CN-130,20210629,6593,2,3941.454651,2,0,2249.411111,43.42,3,39.75516949,-3.665,0.000303352,7.236666667,6,0,43.42,43.42,43.42,43.42,43.42,43.42,-3.665,0,0
CN-130,20210630,1,2,3941.454651,7078,3,10646.55447,35.49,3,39.75516949,4.265,7078,7.098,5,0,54.32,35.49,44.885,44.895,47.210711,48.9875,4.265,0.330253903,0.3803184
CN-130,20210617,3797,2,3941.454651,7709,3,10646.55447,54.32,0,48.91745726,-5.403,2.030287069,9.053333333,6,0,54.32,35.49,44.885,44.895,47.210711,48.9875,-5.403,-0.130877927,-0.098168262
CN-130,20210702,11733,2,3941.454651,10746,3,10646.55447,47.21,0,48.91745726,1.707,0.915878292,7.868333333,6,0,54.32,35.49,44.885,44.895,47.210711,48.9875,1.707,1.51E-05,0.037650921
CN-130,20210708,53820,1,53820,9030,3,10646.55447,54.47,0,48.91745726,-5.553,0.167781494,9.078333333,6,0,54.47,54.47,54.47,54.47,54.47,54.47,-5.553,0,0
CN-152,20210706,2657616,2,1796327.535,6130071,0,6965947.585,484.36,0,503.4993025,19.139,2.306605243,8.49754386,57,0,526.45,363.47,484.36,462.238,495.035468,500.37,19.139,0.022040358,0.033053927
CN-152,20210629,2681468,2,1796327.535,6072180,0,6965947.585,526.45,0,503.4993025,-22.951,2.264498402,8.922881356,59,0,526.45,363.47,484.36,462.238,495.035468,500.37,-22.951,-0.059672394,-0.049539367
CN-152,20210616,1428476,2,1796327.535,7703043,0,6965947.585,500.37,0,503.4993025,3.129,5.392490318,9.266111111,54,0,526.45,363.47,484.36,462.238,495.035468,500.37,3.129,-0.010661175,0
CN-152,20210705,1717727,2,1796327.535,1314791,1,1187290.529,476.95,0,503.4993025,26.549,0.76542489,8.36754386,57,0,582.07,327.18,518.12,487.118,526.88842,531.27,26.549,0.10470368,0.113890345
CN-152,20210709,2738571,2,1796327.535,3401600,2,2902158.23,490.12,0,503.4993025,13.379,1.242107654,8.307118644,59,0,503.28,160.27,490.12,405.0642857,497.020282,497.725,13.379,0.01407876,0.015516608
CN-152,20210610,765401,2,1796327.535,891122,1,1187290.529,531.27,0,503.4993025,-27.771,1.164255077,9.486964286,56,0,582.07,327.18,518.12,487.118,526.88842,531.27,-27.771,-0.00824737,0
CN-152,20210611,2764021,2,1796327.535,1956711,1,1187290.529,518.12,0,503.4993025,-14.621,0.707921901,9.420363636,55,0,582.07,327.18,518.12,487.118,526.88842,531.27,-14.621,0.016923531,0.025380221
CN-152,20210708,1201678,2,1796327.535,4433470,3,4455587.857,507.78,0,503.4993025,-4.281,3.689399323,8.463,60,0,539.69,506.59,507.78,518.02,518.418794,523.735,-4.281,0.020951581,0.031421088
CN-152,20210608,1426364,2,1796327.535,4775123,3,4455587.857,506.59,0,503.4993025,-3.091,3.347759057,8.88754386,57,0,539.69,506.59,507.78,518.02,518.418794,523.735,-3.091,0.023349837,0.033843937
CN-152,20210704,1614072,2,1796327.535,0,-1,0,178.65,1,222.0961728,43.446,0,8.507142857,21,1,221.7,178.65,200.175,200.175,207.351435,210.9375,43.446,0.160657347,0.180730479
CN-152,20210626,2159955,2,1796327.535,6520036,0,6965947.585,363.47,2,384.4408297,20.971,3.018598073,10.09638889,36,1,526.45,363.47,484.36,462.238,495.035468,500.37,20.971,0.361970639,0.376647316
CN-152,20210617,1254244,2,1796327.535,1028454,1,1187290.529,582.07,3,609.3522727,27.282,0.819979207,10.58309091,55,0,582.07,327.18,518.12,487.118,526.88842,531.27,27.282,-0.094802309,-0.087274726
CN-152,20210615,2540813,2,1796327.535,2384707,2,2902158.23,497.02,0,503.4993025,6.479,0.93856061,9.036727273,55,0,503.28,160.27,490.12,405.0642857,497.020282,497.725,6.479,5.67E-07,0.001418454
CN-152,20210630,1099660,2,1796327.535,3949826,3,4455587.857,539.69,0,503.4993025,-36.191,3.591861121,9.147288136,59,0,539.69,506.59,507.78,518.02,518.418794,523.735,-36.191,-0.039413749,-0.029563268
CN-152,20210707,1076383,2,1796327.535,6709442,0,6965947.585,436.54,2,384.4408297,-52.099,6.233322154,7.937090909,55,0,526.45,363.47,484.36,462.238,495.035468,500.37,-52.099,0.133997957,0.146217987
CN-152,20210710,2255932,2,1796327.535,0,-1,0,221.7,1,222.0961728,0.396,0,8.868,25,1,221.7,178.65,200.175,200.175,207.351435,210.9375,0.396,-0.064720636,-0.048545332
CN-152,20210609,1987108,2,1796327.535,3310620,2,2902158.23,498.43,0,503.4993025,5.069,1.666049354,9.062363636,55,0,503.28,160.27,490.12,405.0642857,497.020282,497.725,5.069,-0.002828317,-0.001414441
CN-152,20210607,2705776,2,1796327.535,2446666,2,2902158.23,503.28,0,503.4993025,0.219,0.904238193,8.829473684,57,0,503.28,160.27,490.12,405.0642857,497.020282,497.725,0.219,-0.012437844,-0.011037593
CN-152,20210606,1103613,2,1796327.535,3222726,2,2902158.23,160.27,1,222.0961728,61.826,2.920159512,8.435263158,19,1,503.28,160.27,490.12,405.0642857,497.020282,497.725,61.826,2.101143583,2.10554065
CN-152,20210701,1857521,2,1796327.535,2737081,2,2902158.23,435.37,2,384.4408297,-50.929,1.473512816,8.3725,52,0,503.28,160.27,490.12,405.0642857,497.020282,497.725,-50.929,0.141604341,0.143223006
CN-152,20210613,1095935,2,1796327.535,2212486,2,2902158.23,250.96,1,222.0961728,-28.864,2.018811335,10.45666667,24,1,503.28,160.27,490.12,405.0642857,497.020282,497.725,-28.864,0.9804761,0.983284189
CN-152,20210612,1635189,2,1796327.535,425251,1,1187290.529,327.18,2,384.4408297,57.261,0.260062292,10.224375,32,1,582.07,327.18,518.12,487.118,526.88842,531.27,57.261,0.610393117,0.623785072
CN-152,20210702,3586309,0,4226124.908,3306991,2,2902158.23,489.37,0,503.4993025,14.129,0.922115467,8.585438596,57,0,489.37,489.37,489.37,489.37,489.37,489.37,14.129,0,0
CN-152,20210703,3308605,0,4226124.908,1389584,1,1187290.529,270.5,1,222.0961728,-48.404,0.419990903,8.725806452,31,1,270.5,270.5,270.5,270.5,270.5,270.5,-48.404,0,0
CN-152,20210618,6038430,0,4226124.908,4100634,3,4455587.857,634.72,3,609.3522727,-25.368,0.679089432,10.94344828,58,0,634.72,634.72,634.72,634.72,634.72,634.72,-25.368,0,0
CN-152,20210627,4284630,0,4226124.908,0,-1,0,284.9,1,222.0961728,-62.804,0,10.55185185,27,1,284.9,205.5,245.2,245.2,258.43598,265.05,-62.804,-0.092888803,-0.06967357
CN-152,20210620,3999345,0,4226124.908,0,-1,0,205.5,1,222.0961728,16.596,0,9.340909091,22,1,284.9,205.5,245.2,245.2,258.43598,265.05,16.596,0.25759601,0.289781022
CN-152,20210622,13866649,1,13327766.93,7939449,0,6965947.585,491.74,0,503.4993025,11.759,0.572557148,8.627017544,57,0,491.74,491.74,491.74,491.74,491.74,491.74,11.759,0,0
CN-152,20210623,12733330,1,13327766.93,4049120,3,4455587.857,512.03,0,503.4993025,-8.531,0.317993801,8.678474576,59,0,512.03,512.03,512.03,512.03,512.03,512.03,-8.531,0,0
CN-152,20210625,8251705,3,9007475.55,7499997,0,6965947.585,515.35,0,503.4993025,-11.851,0.908902706,8.885344828,58,0,515.35,515.35,515.35,515.35,515.35,515.35,-11.851,0,0
CN-152,20210619,9889114,3,9007475.55,3486380,2,2902158.23,475.54,0,503.4993025,27.959,0.352547255,10.56755556,45,1,509.41,475.54,492.475,492.475,498.121129,500.9425,27.959,0.047485236,0.053418219
CN-152,20210628,7339962,3,9007475.55,1389313,1,1187290.529,476.16,0,503.4993025,27.339,0.18928068,8.353684211,57,0,476.16,476.16,476.16,476.16,476.16,476.16,27.339,0,0
CN-152,20210624,9894616,3,9007475.55,5294654,3,4455587.857,511.74,0,503.4993025,-8.241,0.535104546,8.823103448,58,0,511.74,511.74,511.74,511.74,511.74,511.74,-8.241,0,0
CN-152,20210621,9798125,3,9007475.55,2487637,2,2902158.23,509.41,0,503.4993025,-5.911,0.253889086,9.433518519,54,0,509.41,475.54,492.475,492.475,498.121129,500.9425,-5.911,-0.022160678,-0.016622171
CN-163,20210704,0,-1,0,0,-1,0,24.05,0,19.63164336,-4.418,0,12.025,2,1,101.13,12,24.05,41.45,24.133742,58.475,-4.418,0.003481996,1.431392931
CN-163,20210620,0,-1,0,0,-1,0,12,0,19.63164336,7.632,0,12,1,1,101.13,12,24.05,41.45,24.133742,58.475,7.632,1.011145167,3.872916667
CN-163,20210710,0,-1,0,0,-1,0,24.12,0,19.63164336,-4.488,0,12.06,2,1,101.13,12,24.05,41.45,24.133742,58.475,-4.488,0.000569735,1.42433665
CN-163,20210612,0,-1,0,0,-1,0,101.13,2,96.85424242,-4.276,0,12.64125,8,1,101.13,12,24.05,41.45,24.133742,58.475,-4.276,-0.761359221,-0.421783843
CN-163,20210703,0,-1,0,0,-1,0,12,0,19.63164336,7.632,0,12,1,1,101.13,12,24.05,41.45,24.133742,58.475,7.632,1.011145167,3.872916667
CN-163,20210619,0,-1,0,0,-1,0,24.02,0,19.63164336,-4.388,0,12.01,2,1,101.13,12,24.05,41.45,24.133742,58.475,-4.388,0.004735304,1.434429642
CN-163,20210606,0,-1,0,0,-1,0,92.83,2,96.85424242,4.024,0,13.26142857,7,1,101.13,12,24.05,41.45,24.133742,58.475,4.024,-0.74002217,-0.370085102
CN-163,20210608,3929,0,3616.154891,918,3,2268.9488,298.41,1,288.8769576,-9.533,0.233647238,10.29,29,0,327.05,270.77,289.43,294.17,298.412864,305.57,-9.533,9.60E-06,0.023993834
CN-163,20210622,5076,0,3616.154891,2600,3,2268.9488,280.45,1,288.8769576,8.427,0.512214342,10.01607143,28,0,327.05,270.77,289.43,294.17,298.412864,305.57,8.427,0.064050148,0.089570333
CN-163,20210618,3101,0,3616.154891,5112,3,2268.9488,327.05,1,288.8769576,-38.173,1.648500484,11.27758621,29,0,327.05,270.77,289.43,294.17,298.412864,305.57,-38.173,-0.087561951,-0.065678031
CN-163,20210705,2547,0,3616.154891,33986,1,28806.17231,287.32,1,288.8769576,1.557,13.34354142,10.26142857,28,0,299.73,233.19,287.32,273.4133333,291.457494,293.525,1.557,0.014400299,0.02159613
CN-163,20210706,3318,0,3616.154891,314,3,2268.9488,270.77,1,288.8769576,18.107,0.094635322,9.670357143,28,0,327.05,270.77,289.43,294.17,298.412864,305.57,18.107,0.102089833,0.128522362
CN-163,20210709,3659,0,3616.154891,27378,1,28806.17231,233.19,3,225.7135052,-7.476,7.482372233,8.041034483,29,0,299.73,233.19,287.32,273.4133333,291.457494,293.525,-7.476,0.249871324,0.25873751
CN-163,20210624,3334,0,3616.154891,29338,1,28806.17231,299.73,1,288.8769576,-10.853,8.799640072,10.33551724,29,0,299.73,233.19,287.32,273.4133333,291.457494,293.525,-10.853,-0.02759986,-0.020701965
CN-163,20210702,8364,1,10153.45769,0,-1,0,291.53,1,288.8769576,-2.653,0,10.41178571,28,0,291.53,291.53,291.53,291.53,291.53,291.53,-2.653,0,0
CN-163,20210616,9996,1,10153.45769,12632,0,9321.497817,291.18,1,288.8769576,-2.303,1.263705482,10.04068966,29,0,291.83,284.44,291.18,289.15,291.39671,291.505,-2.303,0.000744248,0.001116148
CN-163,20210610,12381,1,10153.45769,8332,0,9321.497817,284.44,1,288.8769576,4.437,0.672966642,9.808275862,29,0,291.83,284.44,291.18,289.15,291.39671,291.505,4.437,0.024457566,0.024838279
CN-163,20210609,8201,1,10153.45769,6725,0,9321.497817,291.83,1,288.8769576,-2.953,0.820021949,10.06310345,29,0,291.83,284.44,291.18,289.15,291.39671,291.505,-2.953,-0.001484734,-0.001113662
CN-163,20210629,11642,1,10153.45769,306,3,2268.9488,284.98,1,288.8769576,3.897,0.026284144,9.826896552,29,0,284.98,284.98,284.98,284.98,284.98,284.98,3.897,0,0
CN-163,20210625,1864,3,878.1796296,24435,1,28806.17231,297.97,1,288.8769576,-9.093,13.10890558,10.27482759,29,0,297.97,297.97,297.97,297.97,297.97,297.97,-9.093,0,0
CN-163,20210615,595,3,878.1796296,61724,2,61724,290.48,1,288.8769576,-1.603,103.7378151,10.01655172,29,0,290.48,290.48,290.48,290.48,290.48,290.48,-1.603,0,0
CN-163,20210617,2120,3,878.1796296,6466,0,9321.497817,290.23,1,288.8769576,-1.353,3.05,10.00793103,29,0,290.23,218.97,281.43,271.4,284.757332,286.42,-1.353,-0.018856314,-0.01312752
CN-163,20210701,179,3,878.1796296,0,-1,0,299.04,1,288.8769576,-10.163,0,10.31172414,29,0,299.04,299.04,299.04,299.04,299.04,299.04,-10.163,0,0
CN-163,20210607,1127,3,878.1796296,8899,0,9321.497817,281.43,1,288.8769576,7.447,7.896184561,10.05107143,28,0,290.23,218.97,281.43,271.4,284.757332,286.42,7.447,0.011822947,0.017730874
CN-163,20210707,1680,3,878.1796296,13032,0,9321.497817,218.97,3,225.7135052,6.744,7.757142857,7.820357143,28,0,290.23,218.97,281.43,271.4,284.757332,286.42,6.744,0.300439932,0.308033064
CN-163,20210623,785,3,878.1796296,8579,0,9321.497817,286.42,1,288.8769576,2.457,10.92866242,9.876551724,29,0,290.23,218.97,281.43,271.4,284.757332,286.42,2.457,-0.005805,0
CN-163,20210628,820,3,878.1796296,1107,3,2268.9488,267.31,1,288.8769576,21.567,1.35,9.90037037,27,0,282.97,267.31,270.12,273.4666667,274.40419,276.545,21.567,0.026539187,0.034547903
CN-163,20210630,136,3,878.1796296,4381,3,2268.9488,282.97,1,288.8769576,5.907,32.21323529,9.757586207,29,0,282.97,267.31,270.12,273.4666667,274.40419,276.545,5.907,-0.030271089,-0.022705587
CN-163,20210621,618,3,878.1796296,12237,0,9321.497817,279.95,1,288.8769576,8.927,19.80097087,9.653448276,29,0,290.23,218.97,281.43,271.4,284.757332,286.42,8.927,0.017172109,0.02311127
CN-163,20210708,10,3,878.1796296,2549,3,2268.9488,270.12,1,288.8769576,18.757,254.9,10.00444444,27,0,282.97,267.31,270.12,273.4666667,274.40419,276.545,18.757,0.015860321,0.023785725
CN-163,20210611,20920,2,20920,5454,3,2268.9488,292.99,1,288.8769576,-4.113,0.260707457,10.10310345,29,0,292.99,292.99,292.99,292.99,292.99,292.99,-4.113,0,0
CN-175,20210613,0,-1,0,0,-1,0,6.5,3,6.5,0,0,6.5,1,1,6.5,6.5,6.5,6.5,6.5,6.5,0,0,0
CN-175,20210621,209956,1,230309.4989,209017,1,233005.3252,174.91,0,182.793614,7.884,0.995527634,10.931875,16,0,206.07,152.1,187.3,183.1925,199.690638,201.285,7.884,0.141676508,0.150791836
CN-175,20210607,210717,1,230309.4989,287595,3,304123.5516,189.52,0,182.793614,-6.726,1.364840046,11.845,16,0,189.52,189.52,189.52,189.52,189.52,189.52,-6.726,0,0
CN-175,20210629,210871,1,230309.4989,173442,0,177369.5259,183.11,0,182.793614,-0.316,0.822502857,10.77117647,17,0,187.17,171.26,178.185,178.7,183.110406,184.125,-0.316,2.22E-06,0.005543116
CN-175,20210608,281622,1,230309.4989,208360,1,233005.3252,199.69,0,182.793614,-16.896,0.739856971,12.480625,16,0,206.07,152.1,187.3,183.1925,199.690638,201.285,-16.896,3.19E-06,0.00798738
CN-175,20210709,235630,1,230309.4989,144903,0,177369.5259,187.17,0,182.793614,-4.376,0.614959895,11.01,17,0,187.17,171.26,178.185,178.7,183.110406,184.125,-4.376,-0.021689341,-0.016268633
CN-175,20210616,202741,1,230309.4989,148573,0,177369.5259,173.26,0,182.793614,9.534,0.732821679,10.82875,16,0,187.17,171.26,178.185,178.7,183.110406,184.125,9.534,0.056853319,0.062709223
CN-175,20210624,214553,1,230309.4989,160402,0,177369.5259,171.26,0,182.793614,11.534,0.747610148,11.41733333,15,0,187.17,171.26,178.185,178.7,183.110406,184.125,11.534,0.06919541,0.075119701
CN-175,20210622,259004,1,230309.4989,254380,1,233005.3252,206.07,0,182.793614,-23.276,0.982146994,12.12176471,17,0,206.07,152.1,187.3,183.1925,199.690638,201.285,-23.276,-0.030957257,-0.023220265
CN-175,20210701,240838,1,230309.4989,114921,2,74167.64483,154,2,140.3716803,-13.628,0.477171377,11,14,0,154,154,154,154,154,154,-13.628,0,0
CN-175,20210702,229349,1,230309.4989,245839,1,233005.3252,152.1,2,140.3716803,-11.728,1.071899158,10.86428571,14,0,206.07,152.1,187.3,183.1925,199.690638,201.285,-11.728,0.312890454,0.323372781
CN-175,20210610,113102,0,103450.5455,228950,1,233005.3252,193.8,0,182.793614,-11.006,2.024278969,11.4,17,0,193.8,193.8,193.8,193.8,193.8,193.8,-11.006,0,0
CN-175,20210710,76244,0,103450.5455,0,-1,0,112.89,2,140.3716803,27.482,0,9.4075,12,1,112.89,80.82,89.35,94.35333333,97.198236,101.12,27.482,-0.139000478,-0.104260785
CN-175,20210626,103816,0,103450.5455,0,-1,0,80.82,1,79.7408125,-1.079,0,8.98,9,1,112.89,80.82,89.35,94.35333333,97.198236,101.12,-1.079,0.20265078,0.251175452
CN-175,20210611,110056,0,103450.5455,168501,0,177369.5259,176.9,0,182.793614,5.894,1.53104783,10.40588235,17,0,176.9,169.75,170.34,172.33,172.527104,173.62,5.894,-0.024719593,-0.018541549
CN-175,20210703,105326,0,103450.5455,0,-1,0,89.35,1,79.7408125,-9.609,0,8.935,10,1,112.89,80.82,89.35,94.35333333,97.198236,101.12,-9.609,0.087837001,0.131729155
CN-175,20210612,99750,0,103450.5455,57418,2,74167.64483,123.55,2,140.3716803,16.822,0.575619048,12.355,10,1,123.55,70.52,97.035,97.035,105.875101,110.2925,16.822,-0.143058673,-0.107304735
CN-175,20210619,120474,0,103450.5455,54788,2,74167.64483,70.52,1,79.7408125,9.221,0.454770324,8.815,8,1,123.55,70.52,97.035,97.035,105.875101,110.2925,9.221,0.501348568,0.563988939
CN-175,20210630,76514,0,103450.5455,203446,0,177369.5259,170.34,0,182.793614,12.454,2.658938234,10.02,17,0,176.9,169.75,170.34,172.33,172.527104,173.62,12.454,0.012839638,0.019255606
CN-175,20210618,123310,0,103450.5455,162602,0,177369.5259,169.75,0,182.793614,13.044,1.318644068,11.31666667,15,0,176.9,169.75,170.34,172.33,172.527104,173.62,13.044,0.016359965,0.022798233
CN-175,20210623,102322,0,103450.5455,323124,3,304123.5516,177.78,0,182.793614,5.014,3.157913254,10.45764706,17,0,177.78,177.78,177.78,177.78,177.78,177.78,5.014,0,0
CN-175,20210707,174187,3,169494.0757,195020,0,177369.5259,184.52,0,182.793614,-1.726,1.119601348,10.85411765,17,0,184.52,164.09,179.33,176.348,182.323932,183.82,-1.726,-0.011901517,-0.003793627
CN-175,20210628,167582,3,169494.0757,224912,1,233005.3252,176.8,0,182.793614,5.994,1.34210118,11.05,16,0,193.98,151.04,176.8,173.94,182.527812,185.39,5.994,0.032397127,0.048585973
CN-175,20210625,181475,3,169494.0757,196546,0,177369.5259,179.33,0,182.793614,3.464,1.083047252,11.208125,16,0,184.52,164.09,179.33,176.348,182.323932,183.82,3.464,0.016695098,0.02503764
CN-175,20210617,161183,3,169494.0757,182093,0,177369.5259,164.09,0,182.793614,18.704,1.129728321,10.93933333,15,0,184.52,164.09,179.33,176.348,182.323932,183.82,18.704,0.111121531,0.120238893
CN-175,20210708,144699,3,169494.0757,191551,0,177369.5259,183.82,0,182.793614,-1.026,1.323789383,10.81294118,17,0,184.52,164.09,179.33,176.348,182.323932,183.82,-1.026,-0.008138766,0
CN-175,20210615,187644,3,169494.0757,188789,0,177369.5259,169.98,0,182.793614,12.814,1.00610198,10.62375,16,0,184.52,164.09,179.33,176.348,182.323932,183.82,12.814,0.072619908,0.081421344
CN-175,20210705,163931,3,169494.0757,260440,1,233005.3252,151.04,2,140.3716803,-10.668,1.588717204,10.78857143,14,0,193.98,151.04,176.8,173.94,182.527812,185.39,-10.668,0.208473332,0.227423199
CN-175,20210706,175997,3,169494.0757,217264,1,233005.3252,193.98,0,182.793614,-11.186,1.234475588,11.41058824,17,0,193.98,151.04,176.8,173.94,182.527812,185.39,-11.186,-0.059037983,-0.044282916
CN-175,20210609,422417,2,422417,305782,3,304123.5516,187.99,0,182.793614,-5.196,0.723886586,11.749375,16,0,187.99,187.99,187.99,187.99,187.99,187.99,-5.196,0,0
CN-209,20210606,0,-1,0,0,-1,0,11.08,3,11.08,0,0,11.08,1,1,117.31,11.08,90.715,77.455,95.61217,101.035,0,7.62925722,8.11868231
CN-209,20210703,0,-1,0,0,-1,0,117.31,2,134.7282483,17.418,0,8.379285714,14,1,117.31,11.08,90.715,77.455,95.61217,101.035,17.418,-0.18496147,-0.138734976
CN-209,20210710,0,-1,0,1750,0,319901.0061,142.54,2,134.7282483,-7.812,0,9.502666667,15,1,186.53,137.88,142.54,155.65,157.206266,164.535,-7.812,0.102892283,0.154307563
CN-209,20210611,0,-1,0,1437841,2,1444754.477,139.43,2,134.7282483,-4.702,0,9.295333333,15,0,175.89,138.2,152.075,154.56,164.721117,167.5125,-4.702,0.181389349,0.201409309
CN-209,20210705,0,-1,0,8491138,1,8491138,205.59,0,180.8334856,-24.757,0,12.849375,16,0,205.59,205.59,205.59,205.59,205.59,205.59,-24.757,0,0
CN-209,20210613,0,-1,0,0,-1,0,95.61,1,93.7502507,-1.86,0,9.561,10,1,117.31,11.08,90.715,77.455,95.61217,101.035,-1.86,2.27E-05,0.056740927
CN-209,20210625,0,-1,0,1594450,2,1444754.477,138.2,2,134.7282483,-3.472,0,8.6375,16,0,175.89,138.2,152.075,154.56,164.721117,167.5125,-3.472,0.191903886,0.212102026
CN-209,20210615,0,-1,0,1096836,2,1444754.477,175.89,0,180.8334856,4.943,0,10.993125,16,0,175.89,138.2,152.075,154.56,164.721117,167.5125,4.943,-0.06349925,-0.0476292
CN-209,20210708,0,-1,0,410967,0,319901.0061,186.53,0,180.8334856,-5.697,0,10.97235294,17,0,186.53,137.88,142.54,155.65,157.206266,164.535,-5.697,-0.15720653,-0.117916689
CN-209,20210621,0,-1,0,546066,0,319901.0061,137.88,2,134.7282483,-3.152,0,8.6175,16,0,186.53,137.88,142.54,155.65,157.206266,164.535,-3.152,0.14016729,0.193320279
CN-209,20210630,0,-1,0,1404163,2,1444754.477,164.72,0,180.8334856,16.113,0,10.98133333,15,0,175.89,138.2,152.075,154.56,164.721117,167.5125,16.113,6.78E-06,0.016953011
CN-209,20210711,0,-1,0,0,-1,0,85.82,1,93.7502507,7.93,0,8.582,10,1,117.31,11.08,90.715,77.455,95.61217,101.035,7.93,0.114101258,0.177289676
CN-209,20210622,136003,0,109524.8977,1063612,2,1444754.477,175.37,0,180.8334856,5.463,7.820503959,10.960625,16,0,193.63,175.37,181.08,183.36,185.26417,187.355,5.463,0.056418829,0.068341221
CN-209,20210619,1404,0,109524.8977,0,-1,0,120.12,2,134.7282483,14.608,0,9.24,13,1,120.12,120.12,120.12,120.12,120.12,120.12,14.608,0,0
CN-209,20210610,135069,0,109524.8977,204456,0,319901.0061,177.04,0,180.8334856,3.793,1.513715212,11.065,16,0,187.35,123.21,174.05,163.2481818,176.6737,178.905,3.793,-0.002069024,0.010534343
