ou_code,operation_day,inbound_receive_qty,kernal_core1,kernal_value1,outbound_shipped_qty,kernal_core2,kernal_value2,total_working_hour,kernal_core3,kernal_value3,dis_core,outbound_inbound_qty_ratio,working_hour_per_head,total_head_count,is_holiday,max_wh,min_wh,median_wh,mean_wh,qt_66_wh,qt_75_wh,d_to_core_outer,percent_error_66,percent_error_75,inc_day
CN-085,20210610,18931.0,1,19353.038674033152,4364.0,2,5769.555314533623,146.25,3,144.3632089552239,-1.887,0.2305213670698853,9.140625,16.0,0,146.25,128.64999999999998,137.45,137.45,140.38392,141.85,-1.887,-0.04010994871794879,-0.030085470085470124,20210811
CN-085,20210624,19088.0,1,19353.038674033152,16678.0,0,16551.918196994993,187.73,0,182.73353535353533,-4.996,0.873742665549036,9.386500000000002,20.0,0,187.73,187.73,187.73,187.73,187.73,187.73,-4.996,0.0,0.0,20210811
CN-085,20210622,45616.0,0,45616.0,16380.0,0,16551.918196994993,213.22,2,226.933203517588,13.713,0.359084531743248,8.884166666666667,24.0,0,213.22,213.22,213.22,213.22,213.22,213.22,13.713,0.0,0.0,20210811
CN-110,20210608,0.0,-1,0.0,26071.0,2,26071.0,16.57,1,16.63681740614334,0.067,0.0,8.285,2.0,0,16.57,16.57,16.57,16.57,16.57,16.57,0.067,0.0,0.0,20210811
CN-110,20210622,0.0,-1,0.0,1174.0,0,541.589233038348,20.0,0,20.0,0.0,0.0,10.0,2.0,0,20.0,16.72,18.36,18.36,18.906776,19.18,0.0,-0.054661199999999965,-0.041000000000000016,20210811
CN-110,20210617,0.0,-1,0.0,385.0,0,541.589233038348,16.72,1,16.63681740614334,-0.083,0.0,8.36,2.0,0,20.0,16.72,18.36,18.36,18.906776,19.18,-0.083,0.1307880382775121,0.1471291866028709,20210811
CN-110,20210703,0.0,-1,0.0,0.0,-1,0.0,18.95,2,18.812558139534882,-0.137,0.0,9.475,2.0,1,18.95,18.68,18.814999999999998,18.814999999999998,18.860008999999998,18.8825,-0.137,-0.004748865435356267,-0.0035620052770448025,20210811
CN-110,20210624,0.0,-1,0.0,18085.0,1,18085.0,16.6,1,16.63681740614334,0.037,0.0,8.3,2.0,0,16.6,16.6,16.6,16.6,16.6,16.6,0.037,0.0,0.0,20210811
CN-110,20210627,0.0,-1,0.0,0.0,-1,0.0,18.68,2,18.812558139534882,0.133,0.0,9.34,2.0,1,18.95,18.68,18.814999999999998,18.814999999999998,18.860008999999998,18.8825,0.133,0.009636456102783636,0.010840471092077118,20210811
CN-110,20210705,0.0,-1,0.0,2800.0,3,2800.0,16.63,1,16.63681740614334,0.007,0.0,8.315,2.0,0,16.63,16.63,16.63,16.63,16.63,16.63,0.007,0.0,0.0,20210811
CN-110,20210701,11.0,2,11.0,51.0,0,541.589233038348,17.0,3,17.0,0.0,4.636363636363637,8.5,2.0,0,17.0,17.0,17.0,17.0,17.0,17.0,0.0,0.0,0.0,20210811
CN-110,20210708,16561.0,1,16561.0,0.0,-1,0.0,16.6,1,16.63681740614334,0.037,0.0,8.3,2.0,0,16.6,16.6,16.6,16.6,16.6,16.6,0.037,0.0,0.0,20210811
CN-110,20210629,6182.0,0,6182.0,0.0,-1,0.0,17.0,3,17.0,0.0,0.0,8.5,2.0,0,17.0,17.0,17.0,17.0,17.0,17.0,0.0,0.0,0.0,20210811
CN-110,20210706,5409.0,3,5409.0,0.0,-1,0.0,16.7,1,16.63681740614334,-0.063,0.0,8.35,2.0,0,16.7,16.7,16.7,16.7,16.7,16.7,-0.063,0.0,0.0,20210811
CN-130,20210624,0.0,-1,0.0,1884.0,0,2249.411111111111,47.58,0,48.917457264957264,1.337,0.0,7.93,6.0,0,47.77,46.58,47.615,47.395,47.650012000000004,47.68000000000001,1.337,0.001471458596048876,0.002101723413199002,20210811
CN-130,20210619,0.0,-1,0.0,0.0,-1,0.0,21.12,1,18.91938144329897,-2.201,0.0,7.039999999999999,3.0,1,59.78,12.98,21.47,30.086249999999996,33.217321,41.152499999999996,-2.201,0.5727898200757574,0.9485085227272725,20210811
CN-130,20210710,0.0,-1,0.0,0.0,-1,0.0,20.73,1,18.91938144329897,-1.811,0.0,10.365,2.0,1,59.78,12.98,21.47,30.086249999999996,33.217321,41.152499999999996,-1.811,0.6023792088760249,0.9851664254703326,20210811
CN-130,20210709,0.0,-1,0.0,0.0,-1,0.0,59.78,2,61.639638554216866,1.86,0.0,9.963333333333331,6.0,0,59.78,12.98,21.47,30.086249999999996,33.217321,41.152499999999996,1.86,-0.44434056540649053,-0.3116008698561393,20210811
CN-130,20210706,0.0,-1,0.0,4020.0,0,2249.411111111111,47.650000000000006,0,48.917457264957264,1.267,0.0,7.941666666666667,6.0,0,47.77,46.58,47.615,47.395,47.650012000000004,47.68000000000001,1.267,2.5183630636148206e-07,0.0006295907660021224,20210811
CN-130,20210622,0.0,-1,0.0,4134.0,0,2249.411111111111,46.58,0,48.917457264957264,2.337,0.0,7.763333333333333,6.0,0,47.77,46.58,47.615,47.395,47.650012000000004,47.68000000000001,2.337,0.022971489909832665,0.023615285530270685,20210811
CN-130,20210612,0.0,-1,0.0,0.0,-1,0.0,21.82,1,18.91938144329897,-2.901,0.0,10.91,2.0,1,59.78,12.98,21.47,30.086249999999996,33.217321,41.152499999999996,-2.901,0.5223336846929422,0.8859990834097157,20210811
CN-130,20210628,0.0,-1,0.0,17785.0,1,22895.973684210527,47.71,0,48.917457264957264,1.207,0.0,7.951666666666667,6.0,0,48.34,47.71,48.025000000000006,48.025000000000006,48.130021,48.182500000000005,1.207,0.008803626074198248,0.00990358415426543,20210811
CN-130,20210613,0.0,-1,0.0,0.0,-1,0.0,17.47,1,18.91938144329897,1.449,0.0,4.3675,4.0,1,59.78,12.98,21.47,30.086249999999996,33.217321,41.152499999999996,1.449,0.9013921579851174,1.3556096164854035,20210811
CN-130,20210705,0.0,-1,0.0,0.0,-1,0.0,47.88,0,48.917457264957264,1.037,0.0,7.98,6.0,0,59.78,12.98,21.47,30.086249999999996,33.217321,41.152499999999996,1.037,-0.30623807435254813,-0.1405075187969926,20210811
CN-130,20210701,0.0,-1,0.0,0.0,-1,0.0,38.91,3,39.75516949152543,0.845,0.0,7.781999999999999,5.0,0,59.78,12.98,21.47,30.086249999999996,33.217321,41.152499999999996,0.845,-0.1463037522487792,0.05763299922898998,20210811
CN-130,20210620,0.0,-1,0.0,0.0,-1,0.0,12.98,1,18.91938144329897,5.939,0.0,6.49,2.0,1,59.78,12.98,21.47,30.086249999999996,33.217321,41.152499999999996,5.939,1.5591156394453003,2.170454545454545,20210811
CN-130,20210616,0.0,-1,0.0,20463.0,1,22895.973684210527,48.34,0,48.917457264957264,0.577,0.0,8.056666666666667,6.0,0,48.34,47.71,48.025000000000006,48.025000000000006,48.130021,48.182500000000005,0.577,-0.004343793959453953,-0.0032581712867190494,20210811
CN-130,20210609,0.0,-1,0.0,1872.0,0,2249.411111111111,47.77,0,48.917457264957264,1.147,0.0,7.961666666666667,6.0,0,47.77,46.58,47.615,47.395,47.650012000000004,47.68000000000001,1.147,-0.0025117856395226986,-0.0018840276324051978,20210811
CN-130,20210618,0.0,-1,0.0,12234.0,3,10646.55447470817,51.60999999999999,0,48.917457264957264,-2.693,0.0,8.601666666666665,6.0,0,51.60999999999999,51.60999999999999,51.60999999999999,51.60999999999999,51.60999999999999,51.60999999999999,-2.693,0.0,0.0,20210811
CN-130,20210621,35754.0,3,35754.0,1620.0,0,2249.411111111111,47.59,0,48.917457264957264,1.327,0.0453096157073334,7.9316666666666675,6.0,0,47.59,47.59,47.59,47.59,47.59,47.59,1.327,0.0,0.0,20210811
CN-130,20210610,22182.0,0,20462.104786545926,11265.0,3,10646.55447470817,51.05,0,48.917457264957264,-2.133,0.5078441979983771,8.508333333333333,6.0,0,63.38,51.05,57.215,57.215,59.270411,60.2975,-2.133,0.16102666013712058,0.1811459353574927,20210811
CN-130,20210615,24240.0,0,20462.104786545926,38594.0,2,38594.0,48.580000000000005,0,48.917457264957264,0.337,1.592161716171617,8.096666666666668,6.0,0,48.580000000000005,48.580000000000005,48.580000000000005,48.580000000000005,48.580000000000005,48.580000000000005,0.337,0.0,0.0,20210811
CN-130,20210607,18173.0,0,20462.104786545926,22835.0,1,22895.973684210527,47.67,0,48.917457264957264,1.247,1.2565344191933088,7.945,6.0,0,62.03,47.6,47.67,52.43333333333334,52.457624,54.85,1.247,0.10043264107405078,0.15061883784350744,20210811
CN-130,20210707,20392.0,0,20462.104786545926,11913.0,3,10646.55447470817,63.38,2,61.639638554216866,-1.74,0.5841996861514319,10.563333333333334,6.0,0,63.38,51.05,57.215,57.215,59.270411,60.2975,-1.74,-0.06484047017986747,-0.0486352161565163,20210811
CN-130,20210623,22518.0,0,20462.104786545926,28310.0,1,22895.973684210527,47.6,0,48.917457264957264,1.317,1.2572164490629718,7.933333333333334,6.0,0,62.03,47.6,47.67,52.43333333333334,52.457624,54.85,1.317,0.10205092436974793,0.15231092436974789,20210811
CN-130,20210611,16080.0,0,20462.104786545926,24824.0,1,22895.973684210527,62.03,2,61.639638554216866,-0.39,1.5437810945273631,10.338333333333331,6.0,0,62.03,47.6,47.67,52.43333333333334,52.457624,54.85,-0.39,-0.1543184910527164,-0.1157504433338707,20210811
CN-130,20210625,1529.0,2,3941.454651162791,14778.0,3,10646.55447470817,42.56,3,39.75516949152543,-2.805,9.665140614780904,7.093333333333334,6.0,0,54.32,35.49,44.885000000000005,44.895,47.210710999999996,48.9875,-2.805,0.10927422462406,0.15102208646616527,20210811
CN-130,20210608,392.0,2,3941.454651162791,21757.0,1,22895.973684210527,47.690000000000005,0,48.917457264957264,1.227,55.50255102040816,7.948333333333334,6.0,0,47.690000000000005,47.690000000000005,47.690000000000005,47.690000000000005,47.690000000000005,47.690000000000005,1.227,0.0,0.0,20210811
CN-130,20210629,6593.0,2,3941.454651162791,2.0,0,2249.411111111111,43.42,3,39.75516949152543,-3.665,0.0003033520400424,7.236666666666667,6.0,0,43.42,43.42,43.42,43.42,43.42,43.42,-3.665,0.0,0.0,20210811
CN-130,20210630,1.0,2,3941.454651162791,7078.0,3,10646.55447470817,35.49,3,39.75516949152543,4.265,7078.0,7.098000000000001,5.0,0,54.32,35.49,44.885000000000005,44.895,47.210710999999996,48.9875,4.265,0.3302539025077485,0.38031839954916863,20210811
CN-130,20210617,3797.0,2,3941.454651162791,7709.0,3,10646.55447470817,54.32,0,48.917457264957264,-5.403,2.030287068738477,9.053333333333333,6.0,0,54.32,35.49,44.885000000000005,44.895,47.210710999999996,48.9875,-5.403,-0.1308779270986746,-0.09816826215022097,20210811
CN-130,20210702,11733.0,2,3941.454651162791,10746.0,3,10646.55447470817,47.21,0,48.917457264957264,1.707,0.9158782919969316,7.868333333333333,6.0,0,54.32,35.49,44.885000000000005,44.895,47.210710999999996,48.9875,1.707,1.5060368565885729e-05,0.03765092141495438,20210811
CN-130,20210708,53820.0,1,53820.0,9030.0,3,10646.55447470817,54.470000000000006,0,48.917457264957264,-5.553,0.1677814938684504,9.078333333333337,6.0,0,54.470000000000006,54.470000000000006,54.470000000000006,54.470000000000006,54.470000000000006,54.470000000000006,-5.553,0.0,0.0,20210811
CN-152,20210706,2657616.0,2,1796327.5354545454,6130071.0,0,6965947.584938704,484.36,0,503.49930252100836,19.139,2.3066052431954054,8.497543859649124,57.0,0,526.45,363.47,484.36,462.238,495.035468,500.37,19.139,0.022040358411099113,0.0330539268312825,20210811
CN-152,20210629,2681468.0,2,1796327.5354545454,6072180.0,0,6965947.584938704,526.45,0,503.49930252100836,-22.951,2.264498401621798,8.922881355932205,59.0,0,526.45,363.47,484.36,462.238,495.035468,500.37,-22.951,-0.05967239433944356,-0.049539367461297446,20210811
CN-152,20210616,1428476.0,2,1796327.5354545454,7703043.0,0,6965947.584938704,500.37,0,503.49930252100836,3.129,5.392490318353266,9.266111111111112,54.0,0,526.45,363.47,484.36,462.238,495.035468,500.37,3.129,-0.010661174730699332,0.0,20210811
CN-152,20210705,1717727.0,2,1796327.5354545454,1314791.0,1,1187290.5289982425,476.9500000000001,0,503.49930252100836,26.549,0.7654248899854285,8.367543859649123,57.0,0,582.07,327.18,518.1199999999999,487.11799999999994,526.88842,531.27,26.549,0.10470367963098832,0.11389034489988441,20210811
CN-152,20210709,2738571.0,2,1796327.5354545454,3401600.0,2,2902158.2299401197,490.12,0,503.49930252100836,13.379,1.2421076539552929,8.307118644067797,59.0,0,503.28,160.26999999999998,490.12,405.0642857142857,497.020282,497.725,13.379,0.014078760303599128,0.015516608177589198,20210811
CN-152,20210610,765401.0,2,1796327.5354545454,891122.0,1,1187290.5289982425,531.27,0,503.49930252100836,-27.771,1.1642550767506183,9.486964285714285,56.0,0,582.07,327.18,518.1199999999999,487.11799999999994,526.88842,531.27,-27.771,-0.00824736951079486,0.0,20210811
CN-152,20210611,2764021.0,2,1796327.5354545454,1956711.0,1,1187290.5289982425,518.1199999999999,0,503.49930252100836,-14.621,0.7079219007380914,9.420363636363634,55.0,0,582.07,327.18,518.1199999999999,487.11799999999994,526.88842,531.27,-14.621,0.01692353122828709,0.02538022079827085,20210811
CN-152,20210708,1201678.0,2,1796327.5354545454,4433470.0,3,4455587.857142859,507.78,0,503.49930252100836,-4.281,3.689399323279614,8.463000000000001,60.0,0,539.6899999999999,506.59,507.78,518.02,518.4187939999999,523.7349999999999,-4.281,0.020951581393516803,0.031421087872700634,20210811
CN-152,20210608,1426364.0,2,1796327.5354545454,4775123.0,3,4455587.857142859,506.59,0,503.49930252100836,-3.091,3.347759057295333,8.887543859649123,57.0,0,539.6899999999999,506.59,507.78,518.02,518.4187939999999,523.7349999999999,-3.091,0.023349837146410233,0.0338439369115062,20210811
CN-152,20210704,1614072.0,2,1796327.5354545454,0.0,-1,0.0,178.64999999999998,1,222.0961728395062,43.446,0.0,8.507142857142856,21.0,1,221.7,178.64999999999998,200.17499999999998,200.17499999999998,207.35143499999998,210.9375,43.446,0.16065734676742238,0.18073047858942082,20210811
CN-152,20210626,2159955.0,2,1796327.5354545454,6520036.0,0,6965947.584938704,363.47,2,384.44082969432316,20.971,3.018598072645032,10.096388888888889,36.0,1,526.45,363.47,484.36,462.238,495.035468,500.37,20.971,0.3619706385671443,0.3766473161471372,20210811
CN-152,20210617,1254244.0,2,1796327.5354545454,1028454.0,1,1187290.5289982425,582.07,3,609.3522727272727,27.282,0.8199792065977592,10.58309090909091,55.0,0,582.07,327.18,518.1199999999999,487.11799999999994,526.88842,531.27,27.282,-0.09480230900063574,-0.08727472640747687,20210811
CN-152,20210615,2540813.0,2,1796327.5354545454,2384707.0,2,2902158.2299401197,497.02,0,503.49930252100836,6.479,0.9385606103243332,9.036727272727273,55.0,0,503.28,160.26999999999998,490.12,405.0642857142857,497.020282,497.725,6.479,5.673815943563295e-07,0.0014184539857551829,20210811
CN-152,20210630,1099660.0,2,1796327.5354545454,3949826.0,3,4455587.857142859,539.6899999999999,0,503.49930252100836,-36.191,3.5918611207100377,9.14728813559322,59.0,0,539.6899999999999,506.59,507.78,518.02,518.4187939999999,523.7349999999999,-36.191,-0.03941374863347479,-0.029563267801886346,20210811
CN-152,20210707,1076383.0,2,1796327.5354545454,6709442.0,0,6965947.584938704,436.54,2,384.44082969432316,-52.099,6.2333221539173325,7.937090909090909,55.0,0,526.45,363.47,484.36,462.238,495.035468,500.37,-52.099,0.1339979566591835,0.14621798689696244,20210811
CN-152,20210710,2255932.0,2,1796327.5354545454,0.0,-1,0.0,221.7,1,222.0961728395062,0.396,0.0,8.868,25.0,1,221.7,178.64999999999998,200.17499999999998,200.17499999999998,207.35143499999998,210.9375,0.396,-0.06472063599458731,-0.04854533152909332,20210811
CN-152,20210609,1987108.0,2,1796327.5354545454,3310620.0,2,2902158.2299401197,498.43,0,503.49930252100836,5.069,1.6660493541367656,9.062363636363637,55.0,0,503.28,160.26999999999998,490.12,405.0642857142857,497.020282,497.725,5.069,-0.0028283169151134525,-0.0014144413458258614,20210811
CN-152,20210607,2705776.0,2,1796327.5354545454,2446666.0,2,2902158.2299401197,503.28,0,503.49930252100836,0.219,0.9042381926663552,8.829473684210527,57.0,0,503.28,160.26999999999998,490.12,405.0642857142857,497.020282,497.725,0.219,-0.012437843745032515,-0.011037593387378697,20210811
CN-152,20210606,1103613.0,2,1796327.5354545454,3222726.0,2,2902158.2299401197,160.26999999999998,1,222.0961728395062,61.826,2.920159512437784,8.435263157894736,19.0,1,503.28,160.26999999999998,490.12,405.0642857142857,497.020282,497.725,61.826,2.101143582704187,2.1055406501528675,20210811
CN-152,20210701,1857521.0,2,1796327.5354545454,2737081.0,2,2902158.2299401197,435.37,2,384.44082969432316,-50.929,1.4735128162750246,8.3725,52.0,0,503.28,160.26999999999998,490.12,405.0642857142857,497.020282,497.725,-50.929,0.14160434113512646,0.1432230057192733,20210811
CN-152,20210613,1095935.0,2,1796327.5354545454,2212486.0,2,2902158.2299401197,250.96,1,222.0961728395062,-28.864,2.018811334613823,10.456666666666669,24.0,1,503.28,160.26999999999998,490.12,405.0642857142857,497.020282,497.725,-28.864,0.9804760997768568,0.9832841887153332,20210811
CN-152,20210612,1635189.0,2,1796327.5354545454,425251.0,1,1187290.5289982425,327.18,2,384.44082969432316,57.261,0.2600622924934059,10.224375,32.0,1,582.07,327.18,518.1199999999999,487.11799999999994,526.88842,531.27,57.261,0.6103931169386881,0.6237850724371905,20210811
CN-152,20210702,3586309.0,0,4226124.90809628,3306991.0,2,2902158.2299401197,489.37,0,503.49930252100836,14.129,0.9221154674625082,8.585438596491228,57.0,0,489.37,489.37,489.37,489.37,489.37,489.37,14.129,0.0,0.0,20210811
CN-152,20210703,3308605.0,0,4226124.90809628,1389584.0,1,1187290.5289982425,270.5,1,222.0961728395062,-48.404,0.4199909025102724,8.725806451612904,31.0,1,270.5,270.5,270.5,270.5,270.5,270.5,-48.404,0.0,0.0,20210811
CN-152,20210618,6038430.0,0,4226124.90809628,4100634.0,3,4455587.857142859,634.7199999999999,3,609.3522727272727,-25.368,0.6790894321868433,10.943448275862067,58.0,0,634.7199999999999,634.7199999999999,634.7199999999999,634.7199999999999,634.7199999999999,634.7199999999999,-25.368,0.0,0.0,20210811
CN-152,20210627,4284630.0,0,4226124.90809628,0.0,-1,0.0,284.9,1,222.0961728395062,-62.804,0.0,10.55185185185185,27.0,1,284.9,205.5,245.2,245.2,258.43598,265.04999999999995,-62.804,-0.09288880308880311,-0.06967356967356976,20210811
CN-152,20210620,3999345.0,0,4226124.90809628,0.0,-1,0.0,205.5,1,222.0961728395062,16.596,0.0,9.340909090909092,22.0,1,284.9,205.5,245.2,245.2,258.43598,265.04999999999995,16.596,0.25759600973235997,0.28978102189781,20210811
CN-152,20210622,13866649.0,1,13327766.926470589,7939449.0,0,6965947.584938704,491.74,0,503.49930252100836,11.759,0.5725571477290584,8.62701754385965,57.0,0,491.74,491.74,491.74,491.74,491.74,491.74,11.759,0.0,0.0,20210811
CN-152,20210623,12733330.0,1,13327766.926470589,4049120.0,3,4455587.857142859,512.03,0,503.49930252100836,-8.531,0.3179938005219373,8.678474576271187,59.0,0,512.03,512.03,512.03,512.03,512.03,512.03,-8.531,0.0,0.0,20210811
CN-152,20210625,8251705.0,3,9007475.549682876,7499997.0,0,6965947.584938704,515.3499999999999,0,503.49930252100836,-11.851,0.9089027055620628,8.885344827586206,58.0,0,515.3499999999999,515.3499999999999,515.3499999999999,515.3499999999999,515.3499999999999,515.3499999999999,-11.851,0.0,0.0,20210811
CN-152,20210619,9889114.0,3,9007475.549682876,3486380.0,2,2902158.2299401197,475.54,0,503.49930252100836,27.959,0.3525472554973074,10.567555555555554,45.0,1,509.41,475.54,492.475,492.475,498.121129,500.9425,27.959,0.04748523573200987,0.05341821928754673,20210811
CN-152,20210628,7339962.0,3,9007475.549682876,1389313.0,1,1187290.5289982425,476.16,0,503.49930252100836,27.339,0.1892806801997067,8.353684210526316,57.0,0,476.16,476.16,476.16,476.16,476.16,476.16,27.339,0.0,0.0,20210811
CN-152,20210624,9894616.0,3,9007475.549682876,5294654.0,3,4455587.857142859,511.74,0,503.49930252100836,-8.241,0.5351045457448779,8.823103448275862,58.0,0,511.74,511.74,511.74,511.74,511.74,511.74,-8.241,0.0,0.0,20210811
CN-152,20210621,9798125.0,3,9007475.549682876,2487637.0,2,2902158.2299401197,509.41,0,503.49930252100836,-5.911,0.2538890859220514,9.433518518518518,54.0,0,509.41,475.54,492.475,492.475,498.121129,500.9425,-5.911,-0.022160678039300424,-0.016622170746549987,20210811
CN-163,20210704,0.0,-1,0.0,0.0,-1,0.0,24.05,0,19.631643356643362,-4.418,0.0,12.025,2.0,1,101.13,12.0,24.05,41.45,24.13374199999997,58.474999999999994,-4.418,0.0034819958419945486,1.4313929313929312,20210811
CN-163,20210620,0.0,-1,0.0,0.0,-1,0.0,12.0,0,19.631643356643362,7.632,0.0,12.0,1.0,1,101.13,12.0,24.05,41.45,24.13374199999997,58.474999999999994,7.632,1.0111451666666642,3.8729166666666663,20210811
CN-163,20210710,0.0,-1,0.0,0.0,-1,0.0,24.12,0,19.631643356643362,-4.488,0.0,12.06,2.0,1,101.13,12.0,24.05,41.45,24.13374199999997,58.474999999999994,-4.488,0.0005697346600318662,1.4243366500829182,20210811
CN-163,20210612,0.0,-1,0.0,0.0,-1,0.0,101.13,2,96.85424242424241,-4.276,0.0,12.64125,8.0,1,101.13,12.0,24.05,41.45,24.13374199999997,58.474999999999994,-4.276,-0.7613592208049048,-0.4217838425788589,20210811
CN-163,20210703,0.0,-1,0.0,0.0,-1,0.0,12.0,0,19.631643356643362,7.632,0.0,12.0,1.0,1,101.13,12.0,24.05,41.45,24.13374199999997,58.474999999999994,7.632,1.0111451666666642,3.8729166666666663,20210811
CN-163,20210619,0.0,-1,0.0,0.0,-1,0.0,24.02,0,19.631643356643362,-4.388,0.0,12.01,2.0,1,101.13,12.0,24.05,41.45,24.13374199999997,58.474999999999994,-4.388,0.004735303913404248,1.434429641965029,20210811
CN-163,20210606,0.0,-1,0.0,0.0,-1,0.0,92.83,2,96.85424242424241,4.024,0.0,13.26142857142857,7.0,1,101.13,12.0,24.05,41.45,24.13374199999997,58.474999999999994,4.024,-0.7400221695572555,-0.37008510179898746,20210811
CN-163,20210608,3929.0,0,3616.154891304348,918.0,3,2268.9488,298.41,1,288.87695756605285,-9.533,0.2336472384830746,10.29,29.0,0,327.05,270.7699999999999,289.43,294.17,298.412864,305.57000000000005,-9.533,9.597533594679163e-06,0.023993833986796772,20210811
CN-163,20210622,5076.0,0,3616.154891304348,2600.0,3,2268.9488,280.45,1,288.87695756605285,8.427,0.512214342001576,10.016071428571427,28.0,0,327.05,270.7699999999999,289.43,294.17,298.412864,305.57000000000005,8.427,0.06405014797646648,0.08957033339276185,20210811
CN-163,20210618,3101.0,0,3616.154891304348,5112.0,3,2268.9488,327.05,1,288.87695756605285,-38.173,1.6485004837149306,11.277586206896553,29.0,0,327.05,270.7699999999999,289.43,294.17,298.412864,305.57000000000005,-38.173,-0.0875619507720532,-0.065678030882128,20210811
CN-163,20210705,2547.0,0,3616.154891304348,33986.0,1,28806.172307692308,287.32,1,288.87695756605285,1.557,13.343541421279935,10.26142857142857,28.0,0,299.73,233.19,287.32,273.41333333333336,291.457494,293.525,1.557,0.014400299317833787,0.021596129750800445,20210811
CN-163,20210706,3318.0,0,3616.154891304348,314.0,3,2268.9488,270.7699999999999,1,288.87695756605285,18.107,0.0946353224834237,9.67035714285714,28.0,0,327.05,270.7699999999999,289.43,294.17,298.412864,305.57000000000005,18.107,0.10208983269933927,0.12852236215238075,20210811
CN-163,20210709,3659.0,0,3616.154891304348,27378.0,1,28806.172307692308,233.19,3,225.71350515463914,-7.476,7.482372232850506,8.04103448275862,29.0,0,299.73,233.19,287.32,273.41333333333336,291.457494,293.525,-7.476,0.24987132381319954,0.2587375101848277,20210811
CN-163,20210624,3334.0,0,3616.154891304348,29338.0,1,28806.172307692308,299.73,1,288.87695756605285,-10.853,8.799640071985603,10.33551724137931,29.0,0,299.73,233.19,287.32,273.41333333333336,291.457494,293.525,-10.853,-0.027599859873886568,-0.0207019651019252,20210811
CN-163,20210702,8364.0,1,10153.457692307693,0.0,-1,0.0,291.53,1,288.87695756605285,-2.653,0.0,10.411785714285712,28.0,0,291.53,291.53,291.53,291.53,291.53,291.53,-2.653,0.0,0.0,20210811
CN-163,20210616,9996.0,1,10153.457692307693,12632.0,0,9321.497816593886,291.18,1,288.87695756605285,-2.303,1.2637054821928773,10.040689655172416,29.0,0,291.83,284.44,291.18,289.15000000000003,291.39671,291.505,-2.303,0.000744247544474132,0.0011161480870938547,20210811
CN-163,20210610,12381.0,1,10153.457692307693,8332.0,0,9321.497816593886,284.44,1,288.87695756605285,4.437,0.6729666424359906,9.808275862068966,29.0,0,291.83,284.44,291.18,289.15000000000003,291.39671,291.505,4.437,0.02445756574321469,0.02483827872310504,20210811
CN-163,20210609,8201.0,1,10153.457692307693,6725.0,0,9321.497816593886,291.83,1,288.87695756605285,-2.953,0.8200219485428606,10.06310344827586,29.0,0,291.83,284.44,291.18,289.15000000000003,291.39671,291.505,-2.953,-0.0014847342630983776,-0.0011136620635300986,20210811
CN-163,20210629,11642.0,1,10153.457692307693,306.0,3,2268.9488,284.98,1,288.87695756605285,3.897,0.026284143617935,9.826896551724138,29.0,0,284.98,284.98,284.98,284.98,284.98,284.98,3.897,0.0,0.0,20210811
CN-163,20210625,1864.0,3,878.1796296296296,24435.0,1,28806.172307692308,297.97,1,288.87695756605285,-9.093,13.108905579399142,10.274827586206898,29.0,0,297.97,297.97,297.97,297.97,297.97,297.97,-9.093,0.0,0.0,20210811
CN-163,20210615,595.0,3,878.1796296296296,61724.0,2,61724.0,290.48,1,288.87695756605285,-1.603,103.73781512605042,10.016551724137932,29.0,0,290.48,290.48,290.48,290.48,290.48,290.48,-1.603,0.0,0.0,20210811
CN-163,20210617,2120.0,3,878.1796296296296,6466.0,0,9321.497816593886,290.23,1,288.87695756605285,-1.353,3.05,10.007931034482755,29.0,0,290.23,218.97,281.42999999999995,271.4,284.757332,286.42,-1.353,-0.018856313957895457,-0.01312751955345761,20210811
CN-163,20210701,179.0,3,878.1796296296296,0.0,-1,0.0,299.04,1,288.87695756605285,-10.163,0.0,10.311724137931034,29.0,0,299.04,299.04,299.04,299.04,299.04,299.04,-10.163,0.0,0.0,20210811
CN-163,20210607,1127.0,3,878.1796296296296,8899.0,0,9321.497816593886,281.42999999999995,1,288.87695756605285,7.447,7.896184560780834,10.051071428571428,28.0,0,290.23,218.97,281.42999999999995,271.4,284.757332,286.42,7.447,0.011822947091639377,0.017730874462566416,20210811
CN-163,20210707,1680.0,3,878.1796296296296,13032.0,0,9321.497816593886,218.97,3,225.71350515463914,6.744,7.757142857142857,7.820357142857143,28.0,0,290.23,218.97,281.42999999999995,271.4,284.757332,286.42,6.744,0.3004399324108326,0.30803306389003066,20210811
CN-163,20210623,785.0,3,878.1796296296296,8579.0,0,9321.497816593886,286.42,1,288.87695756605285,2.457,10.928662420382166,9.876551724137933,29.0,0,290.23,218.97,281.42999999999995,271.4,284.757332,286.42,2.457,-0.005804999650862357,0.0,20210811
CN-163,20210628,820.0,3,878.1796296296296,1107.0,3,2268.9488,267.31,1,288.87695756605285,21.567,1.35,9.90037037037037,27.0,0,282.97,267.31,270.12,273.46666666666664,274.40419,276.545,21.567,0.02653918671205726,0.03454790318356969,20210811
CN-163,20210630,136.0,3,878.1796296296296,4381.0,3,2268.9488,282.97,1,288.87695756605285,5.907,32.213235294117645,9.757586206896551,29.0,0,282.97,267.31,270.12,273.46666666666664,274.40419,276.545,5.907,-0.03027108880800084,-0.022705587164717145,20210811
