dws_dsc_wh_ou_monthly_kpi_sum.ou_code,dws_dsc_wh_ou_monthly_kpi_sum.ou_name,dws_dsc_wh_ou_monthly_kpi_sum.bg_code,dws_dsc_wh_ou_monthly_kpi_sum.bg_name_cn,dws_dsc_wh_ou_monthly_kpi_sum.customer_id,dws_dsc_wh_ou_monthly_kpi_sum.customer_name,dws_dsc_wh_ou_monthly_kpi_sum.total_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.month,dws_dsc_wh_ou_monthly_kpi_sum.quarter,dws_dsc_wh_ou_monthly_kpi_sum.year,dws_dsc_wh_ou_monthly_kpi_sum.inbound_header_count,dws_dsc_wh_ou_monthly_kpi_sum.inbound_line_count,dws_dsc_wh_ou_monthly_kpi_sum.inbound_line_original_qty,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_qty,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_volume,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_header_count,dws_dsc_wh_ou_monthly_kpi_sum.outbound_line_count,dws_dsc_wh_ou_monthly_kpi_sum.outbound_line_original_qty,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_qty,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_volume,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_weight,dws_dsc_wh_ou_monthly_kpi_sum.last_used_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.last_active_lpn_count,dws_dsc_wh_ou_monthly_kpi_sum.last_on_hand_qty,dws_dsc_wh_ou_monthly_kpi_sum.last_in_transit_qty,dws_dsc_wh_ou_monthly_kpi_sum.last_allocated_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_used_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.avg_active_lpn_count,dws_dsc_wh_ou_monthly_kpi_sum.avg_on_hand_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_in_transit_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_allocated_qty,dws_dsc_wh_ou_monthly_kpi_sum.total_head_count,dws_dsc_wh_ou_monthly_kpi_sum.total_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.outsource_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.perm_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.other_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.direct_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.indirect_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.total_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.outsource_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.labor_cost_for_business_outsource,dws_dsc_wh_ou_monthly_kpi_sum.perm_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.bms_bill_amount_exclude_tax,dws_dsc_wh_ou_monthly_kpi_sum.customs_agent_fee,dws_dsc_wh_ou_monthly_kpi_sum.operation_fee,dws_dsc_wh_ou_monthly_kpi_sum.warehouse_site_fee,dws_dsc_wh_ou_monthly_kpi_sum.short_barge_fee,dws_dsc_wh_ou_monthly_kpi_sum.labor_fee,dws_dsc_wh_ou_monthly_kpi_sum.equipment_usage_fee,dws_dsc_wh_ou_monthly_kpi_sum.value_added_fee,dws_dsc_wh_ou_monthly_kpi_sum.inbound_std_receive_volume,dws_dsc_wh_ou_monthly_kpi_sum.inbound_std_receive_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_std_shipped_volume,dws_dsc_wh_ou_monthly_kpi_sum.outbound_std_shipped_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_inbound_qty_ratio,dws_dsc_wh_ou_monthly_kpi_sum.perm_working_hour_ratio,dws_dsc_wh_ou_monthly_kpi_sum.working_hour_per_head,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour_outsourcing,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour_perm,dws_dsc_wh_ou_monthly_kpi_sum.location_usage_rate,dws_dsc_wh_ou_monthly_kpi_sum.location_idle_rate,dws_dsc_wh_ou_monthly_kpi_sum.total_handling_income,dws_dsc_wh_ou_monthly_kpi_sum.total_handling_income_ratio,dws_dsc_wh_ou_monthly_kpi_sum.warehouse_site_fee_ratio,dws_dsc_wh_ou_monthly_kpi_sum.value_added_fee_ratio,dws_dsc_wh_ou_monthly_kpi_sum.labor_productivity,dws_dsc_wh_ou_monthly_kpi_sum.estimated_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.update_time
CN-065,STARBUCKS PEK XXX WHS,CR,快消/零售行业事业部,STARB,STARB,19704,202107,202103,2021,394,869,2721913,1925297,5158271.246,1516.0192,39899,436243,2888982,2888038,6908905.536,null,6681,31891,3333227,0,119724,4728,26493,2087437.839,0,128464.871,31,682.3,361,308.8,12.5,639.7,42.6,null,null,null,null,3325350.78,0,1076415.742,1351164.222,0,766197.9616,43755.00375,87817.85045,null,null,null,null,1.500048045,0.452586839,22.00967742,null,null,null,0.239987296,0.760012704,1842613.704,0.554111077,0.406322314,0.026408598,2700.591681,null,14:09.0
CN-106,FORD CGO XXX WHS,Auto,汽车行业事业部,FORDX,FORDX,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22,5780.09,4424.96,1355.13,0,5635.99,144.1,293376.94,157800.89,-128843.64,135576.05,1039631.346,0,463329.346,576302,0,0,0,0,null,null,null,null,null,0.234447907,258.5013417,50.75646573,35.66154044,100.0465269,null,null,463329.346,0.445666964,0.554333036,0,80.15953835,null,35:10.0
CN-349,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14,232.15,0,191.04,41.11,232.15,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.822916218,16.58214286,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-355,SCREEN SHA ZJN WHS,TSC,高科技/备件物流/化工行业事业部,SCREE,SCREE,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,151.35,0,151.35,0,151.35,0,17482.19,0,118.53,17482.19,71273.74935,59746.22642,0,0,0,0,0,0,null,null,null,null,null,1,151.35,115.5083581,null,115.5083581,null,null,0,0,0,0,0,null,35:10.0
CN-357,J&J POP Beijing WHS,GSC,综合供应链事业部,SFJNJ,SFJNJ,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,30352.5283,0,1893.349057,27419.17925,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,1893.349057,0.062378627,0.903357341,0,null,null,35:10.0
TD040,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,174.63,0,174.63,0,174.63,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,30.81705882,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-067,STARBUCKS SHA HT0 WHS,CR,快消/零售行业事业部,STARB,STARB,16396,202106,202102,2021,521,2122,9093535,6179202,1.09E+07,3607.542,1303,11979,7408123,7412492,1.48E+07,null,1507,2809,1211464,0,267821,1119,2387,828034.6333,0,309193.7333,33,9427.46,5425.5,4001.96,0,9427.46,0,710541.89,143133.13,18575.5,567408.76,3565319.661,0,1274730.743,1530620.995,0,528676.1932,99782.46949,131509.2611,null,null,null,null,1.199587261,0.424500343,278.2603306,75.36938794,26.38155562,141.7827165,0.068284948,0.931715052,1803406.936,0.505819143,0.429308208,0.036885686,191.292982,null,35:10.0
CN-216,SGMW-PDC CKG XXX WHS,Auto,汽车行业事业部,SGMWA,SGMWA,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22,605.68,522.52,83.16,0,605.68,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.137300225,27.53090909,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-292,JLR FUO XXX WHS,Auto,汽车行业事业部,JLRXX,JLRXX,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,963.55,851.23,112.32,0,963.55,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.116568938,38.93131313,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-358,CVTE Guangzhou WHS,TSC,高科技/备件物流/化工行业事业部,CVTES,CVTES,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15,4246.74,3459.1,787.64,0,4246.74,0,188321.67,95058.59,5418.2,93263.08,264591.4245,0,198356.4434,64432.92453,0,0,0,1802.056604,null,null,null,null,null,0.185469325,266.1444687,44.3449964,27.48072909,118.4082576,null,null,198356.4434,0.749670719,0.243518567,0.006810714,46.70793206,null,35:10.0
CN-414,BMW SZV XXX WHS,EM,工业与制造行业事业部,BMWIM,BMWIM,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,598.8,542.5,56.3,0,585.3,13.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.094021376,225.7770492,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-436,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,432.5,432.5,0,0,432.5,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,162.1875,null,null,null,null,null,0,null,null,null,0,null,14:09.0
HK-051,AEON HKG FKH WHS,null,null,AEON1,AEON1,3134,202106,202102,2021,287,551,501349,497833,585515,566,25468,26733,1241401,1099576,1326384,null,849,1863,400200,0,74499,377,866,283460.8966,1679.37931,38910.93103,null,null,null,null,null,null,null,670813.61,107276.68,0,563536.93,null,null,null,null,null,null,null,null,null,null,null,null,2.208724612,null,null,null,null,null,0.120370574,0.879629426,0,null,null,null,null,null,35:10.0
CN-163,ZEBRA SHA PVG WHS,TSC,高科技/备件物流/化工行业事业部,ZEBRA,ZEBRA,3540,202106,202102,2021,361,320,91810,91810,0,0,519,723,252308,252270,0,0,1172,1726,1422253,0,22461,1202,1751,1458171.471,0,20784.82353,24,5157.8,3854.5,1303.3,0,5157.8,0,337443.98,153174.58,7072.55,184269.4,979110.0566,0,318914.3833,283002.1165,0,113407.7543,263785.8026,0,null,null,null,null,2.747739898,0.252685253,213.6366864,65.42401411,39.73915683,141.3867874,0.339564639,0.660435361,432322.1376,0.441546009,0.289040149,0,83.81909682,null,35:10.0
CN-314,SGMW-PDC XIY XXX WHS,Auto,汽车行业事业部,SGMWA,SGMWA,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,1849.76,1686.55,163.21,0,1849.76,0,81719.13,65670.02,-59058.12,16049.11,163665.9528,0,163665.9528,0,0,0,0,0,null,null,null,null,null,0.088233068,184.976,44.17823393,38.93748777,98.33410943,null,null,163665.9528,1,0,0,88.47956104,null,35:10.0
CN-352,KLA-TENCOR CAN XXX WHS,TSC,高科技/备件物流/化工行业事业部,KLATE,KLATE,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,224.2,0,224.2,0,224.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,224.2,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-371,null,null,null,null,null,583,202107,202103,2021,40,154,218793,218793,216421.6205,35.5986,1501,15934,259082,259045,260180.4497,null,208,2060,216351,0,26474,161,1011,160867.8065,0,16174.32258,2,745.38,0,745.38,0,745.38,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.183972979,1,288.2136,null,null,null,0.276600454,0.723399546,0,null,null,null,0,null,14:09.0
TD003,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40,8928.25,1681.62,7246.63,0,8664.96,263.29,1062909.66,104076.65,20046.87,958833.01,null,null,null,null,null,null,null,null,null,null,null,null,null,0.811651779,219.9076355,119.0501677,61.89070658,132.3143323,null,null,0,null,null,null,0,null,35:10.0
TD046,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11,305.9,93,212.9,0,305.9,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.695979078,26.22,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-149,HONEYWELL TSN XXX WHS,EM,工业与制造行业事业部,HONEY,HONEY,2787,202107,202103,2021,null,null,null,null,null,null,174,2987,66089,65933,6593.3,null,1354,3211,96294,0,0,996,2303,73783.88889,0,118.3703704,5,1360.42,0,1360.42,0,1360.42,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,231.1824837,null,null,null,0.357479834,0.642520166,0,null,null,null,0,null,14:09.0
CN-152,MARS JIA XXX WHS,CR,快消/零售行业事业部,MARSX,MARSX,13689,202108,202103,2021,463,1249,4.19E+07,2.34E+07,3858247.2,879.5956,2273,9227,1.88E+07,1.87E+07,2675907.358,null,null,null,null,null,null,9301,16052,1.49E+08,0,5536603.25,39,1950.6,1590.5,360.1,0,1925.38,25.22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.802925149,0.184609864,49.25757576,null,null,null,0.679487179,0.320512821,0,null,null,null,0,null,35:10.0
CN-305,ECCO SHA XXX WHS,CR,快消/零售行业事业部,ECCOX,ECCOX,58949,202108,202103,2021,54,19702,101239,101176,null,null,2384,32959,124896,124896,0,0,null,null,null,null,null,47403,5870,1083819.25,32386.25,35260.75,15,745.5,598.5,147,0,745.5,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.234442951,0.197183099,47.33333333,null,null,null,0.804148501,0.195851499,0,null,null,null,0,null,35:10.0
CN-364,CHANEL SHA XXX WHS,TSC,高科技/备件物流/化工行业事业部,CHANE,CHANE,8668,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,755,0,18555,0,6274,755,0,18555,0,6274,null,null,null,null,null,null,null,null,null,null,null,132795.8585,0,61275.85849,71520,0,0,0,0,null,null,null,null,null,null,null,null,null,null,0.087101984,0.912898016,61275.85849,0.461428987,0.538571013,0,null,null,14:09.0
CN-379,null,null,null,null,null,676,202107,202103,2021,107,157,229314,229314,267750.9636,60.6605,3494,18455,406206,406202,518574.5585,null,162,1057,204882,0,19125,121,824,154909.5333,0,17385.16667,8,68.05,21.33,46.72,0,68.05,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.771378983,0.686554004,8.50625,null,null,null,0.179684418,0.820315582,0,null,null,null,0,null,14:09.0
CN-389,OUTERSTUFF SHA DQ0 WHS,CR,快消/零售行业事业部,OUTSF,OUTSF,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,26.7,0,26.7,0,26.7,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,26.7,null,null,null,null,null,0,null,null,null,0,null,35:10.0
TD006,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,152.7,0,152.7,0,83.61,69.09,32233.52,0,394.83,32233.52,null,null,null,null,null,null,null,null,null,null,null,null,null,1,84.83333333,211.0905043,null,211.0905043,null,null,0,null,null,null,0,null,35:10.0
CN-085,COACH SHA WGQ WHS,CR,快消/零售行业事业部,COACH,COACH,20026,202106,202102,2021,196,2774,489993,489993,4.03E+09,2153.521,2253,16622,326175,326139,2.61E+09,null,753,6665,58324,119,46688,1086,6051,64649.31034,838.1034483,36597.10345,20,2475.63,1147.65,1327.98,0,2475.63,0,392142.42,87810.69,28889.14,304331.73,1561482.274,0,418507.3791,1142974.895,0,0,0,0,null,null,null,null,0.665599304,0.536421032,118.83024,158.4010615,76.51347536,229.1689107,0.05426394,0.94573606,418507.3791,0.268019295,0.731980705,0,169.0508594,null,35:10.0
CN-295,GE PEK XXX WHS,EM,工业与制造行业事业部,GEABP,GEABP,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,672.87,389.97,282.9,0,672.87,0,41803.02,21302.06,181.42,20500.96,77836.22642,0,0,0,0,77836.22642,0,0,null,null,null,null,null,0.420437826,153.3121519,62.12644344,54.62486858,72.46716154,null,null,77836.22642,1,0,0,115.6779562,null,35:10.0
CN-300,WENMING-ME NTG XXX WHS,TSC,高科技/备件物流/化工行业事业部,MTDIG,MTDIG,6939,202108,202103,2021,52,96,4980,4980,null,null,779,1134,27695,27695,2393729.616,14136.208,null,null,null,null,null,2708,1,997782.5,0,0,1,21.63,0,21.63,0,21.63,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.56124498,1,21.63,null,null,null,0.390257962,0.609742038,0,null,null,null,0,null,35:10.0
CN-415,BMW2 SHA LG0 WHS,EM,工业与制造行业事业部,BMWIM,BMWIM,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15,4273.99,1579.63,2694.36,0,3884.38,389.61,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.630408588,275.4349111,null,null,null,null,null,0,null,null,null,0,null,14:09.0
HK-001,ADD HKG PS0 WHS,null,null,ADD01,ADD01,52972,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,5132,110994,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.32E-04,0.999867855,0,null,null,null,null,null,35:10.0
CN-103,KLA-TENCOR SHA ZJN WHS,TSC,高科技/备件物流/化工行业事业部,KLATE,KLATE,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,1675.67,0,1675.67,0,1461.37,214.3,null,null,null,null,1093710.623,531219.4528,321963.1226,197299.1981,0,43228.84906,0,0,null,null,null,null,null,1,346.3051333,null,null,null,null,null,365191.9717,0.333901824,0.180394333,0,217.9378826,null,14:09.0
CN-120,ASML PEK XW0 WHS,TSC,高科技/备件物流/化工行业事业部,ASMLX,ASMLX,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,145.36,0,145.36,0,145.36,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,41.53142857,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-229,CLARIANT SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,OTCHE,OTCHE,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,473.75,0,473.75,0,473.75,0,33239.12,0,369.72,33239.12,null,null,null,null,null,null,null,null,null,null,null,null,null,1,160.8962264,70.16173087,null,70.16173087,null,null,0,null,null,null,0,null,35:10.0
CN-237,LAM DLC XXX WHS,TSC,高科技/备件物流/化工行业事业部,LAMRE,LAMRE,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,1388.71,0,1388.71,0,1388.71,0,86400.63,0,791.26,86400.63,285699,145084.8491,24740.56604,48396.22642,0,6650.943396,0,0,null,null,null,null,null,1,277.742,62.21646708,null,62.21646708,null,null,31391.50943,0.109876161,0.169395855,0,22.60479829,null,35:10.0
CN-244,HP SHA CL0 WHS,TSC,高科技/备件物流/化工行业事业部,HPLJB,HPLJB,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,1075.71,325.8,749.91,0,1075.71,0,75340.28,12023.83,36152,63316.45,298639.8447,0,185239.8447,113400,0,0,0,0,null,null,null,null,null,0.697130267,209.8946341,70.03772392,36.90555556,84.43206518,null,null,185239.8447,0.620278399,0.379721601,0,172.2024009,null,35:10.0
CN-298,HPCCDO WEH XXX WHS,TSC,高科技/备件物流/化工行业事业部,HPPXX,HPPXX,9358,202108,202103,2021,108,65,12430,12430,2.38E+09,114663.389,720,1084,23658,23658,1.53E+09,172788.743,null,null,null,null,null,5153,5426,986975,0,25863,6,171.27,17.19,154.08,0,171.27,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.903298471,0.89963216,27.04263158,null,null,null,0.550678564,0.449321436,0,null,null,null,0,null,35:10.0
CN-405,ASML Tianjin WHS,TSC,高科技/备件物流/化工行业事业部,ASMLX,ASMLX,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,137.06,0,137.06,0,137.06,0,8930.02,0,84.67,8930.02,149016.9811,48879.0566,0,42980,0,42560,12197.92453,0,null,null,null,null,null,1,137.06,65.1540931,null,65.1540931,null,null,42560,0.285605034,0.288423505,0,310.5209397,null,35:10.0
CN-209,THERMO-FIS SHA WGQ WHS,LSH,生命科学与医疗行业事业部,THERM,THERM,9991,202107,202103,2021,985,333,6105957,6055758,61953.331,5004,2673,3852,2.69E+07,2.69E+07,284503.757,null,5379,10723,4.09E+07,0,68327,3723,7397,2.94E+07,0,597563.8621,16,4519.3,1783,2736.3,0,4324.18,195.12,null,null,null,null,219925,0,219925,0,0,0,0,0,null,null,null,null,4.436622798,0.605469874,281.2008889,null,null,null,0.372690594,0.627309406,219925,1,0,0,48.66350984,null,14:09.0
CN-265,MARY-KAY HGH XXX WHS,CR,快消/零售行业事业部,MARYK,MARYK,23073,202107,202103,2021,534,2239,2.04E+07,2.04E+07,7.01E+08,356.9109,183010,749765,1.31E+07,2.30E+07,8.12E+08,null,2907,9972,4.77E+07,198,25280,1854,3839,3.03E+07,3399.709677,40167.25806,34,10815.14,9817.5,997.64,0,10815.14,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.129153609,0.092244761,309.5746445,null,null,null,0.080385816,0.919614184,0,null,null,null,0,null,14:09.0
CN-324,NOKIA SHA JQ0 WHS,TSC,高科技/备件物流/化工行业事业部,NSBSH,NSBSH,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,628,569.36,58.64,0,602.36,25.64,null,null,null,null,286926.83,0,120000,-1622.67,0,168549.5,0,0,null,null,null,null,null,0.093375796,25.45945946,null,null,null,null,null,288549.5,1.005655344,-0.005655344,0,459.4737261,null,35:10.0
CN-407,TODS SHA XXX WHS,TSC,高科技/备件物流/化工行业事业部,TODSX,TODSX,null,202107,202103,2021,229,18890,45948,45942,null,null,701,1481,2155,2152,0,0,1716,14,169705,0,2160,1139,218,243198.25,17.33333333,2844.833333,13,5206.25,4602.61,603.64,0,4943.13,263.12,null,null,null,null,471849.217,0,173834.9151,247760.3019,0,50254,0,0,null,null,null,null,0.04684167,0.115945258,393.6432927,null,null,null,null,null,224088.9151,0.474916365,0.525083635,0,43.04228861,null,14:09.0
TD014,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,86.57,0,86.57,0,86.57,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,23.61,null,null,null,null,null,0,null,null,null,0,null,35:10.0
TD026,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,218.33,17.72,200.61,0,218.33,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.918838456,37.97043478,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-189,KONE CTU XXX WHS,EM,工业与制造行业事业部,KONEX,KONEX,1108,202108,202103,2021,2128,null,null,null,null,null,184,2952,2566,2566,0,0,null,null,null,null,null,410,3572,9731.81,0.2,7,2,28.01,0,28.01,0,28.01,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,14.005,null,null,null,0.370036101,0.629963899,0,null,null,null,0,null,35:10.0
CN-225,MARS JIA XXX PKG,CR,快消/零售行业事业部,MARSX,MARSX,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,4688.48,3087,1601.48,0,4688.48,0,250885.24,87281.15,309955.6,163604.09,1204788.472,0,0,0,0,0,0,1204788.472,null,null,null,null,null,0.341577654,192.2193226,53.51099717,28.27377713,102.15806,null,null,0,0,0,1,0,null,35:10.0
CN-316,LUCKIN-EQU SHA XXX WHS,CR,快消/零售行业事业部,LUCKI,LUCKI,6395,202107,202103,2021,4,20,1295,1295,1.67E+08,212.6002,120,2431,34887,34887,3.06E+08,null,1577,5580,25889,0,0,1151,4069,23046.96296,0,2472.185185,2,486.55,0,486.55,0,322.87,163.68,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26.93976834,1,175.4770492,null,null,null,0.180030695,0.819969305,0,null,null,null,0,null,14:09.0
CN-322,Multiple Kangqiao Shanghai TSP,TD,运输产品部,TPTOT,TPTOT,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,418.63,0,217.13,201.5,418.63,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.518668036,218.0364583,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-367,HORMEL SHA XXX WHS,CR,快消/零售行业事业部,HOMEL,HOMEL,5355,202106,202102,2021,40,152,56270,56270,null,null,61,144,15316,15316,124.7392,85561.5358,1130,0,142222,0,2878,1286,0,158930.1667,0,351.2666667,null,null,null,null,null,null,null,1427.41,0,24.27,1427.41,null,null,null,null,null,null,null,null,null,null,null,null,0.272187667,null,null,null,null,null,0.240155618,0.759844382,0,null,null,null,null,null,35:10.0
CN-021,DELL SHA YX0 WHS,TSC,高科技/备件物流/化工行业事业部,DELLS,DELLS,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12,3631.89,2164.63,1467.26,0,3445.34,186.55,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.403993513,291.8483036,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-155,DELL SHA PVG WHS,TSC,高科技/备件物流/化工行业事业部,DELLS,DELLS,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40,12735.6,10200.5,2535.1,0,12583.61,151.99,693177.08,354086.58,-3971.96,339090.5,null,null,null,null,null,null,null,null,null,null,null,null,null,0.199056189,318.0719281,54.42830177,34.71266899,133.7582344,null,null,0,null,null,null,0,null,35:10.0
CN-260,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,48.88,40.5,8.38,0,48.88,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.171440262,8.146666667,null,null,null,null,null,0,null,null,null,0,null,14:09.0
