,ou_code,ou_name,bg_code,bg_name_cn,customer_id,customer_name,total_storage_location_count,operation_day,week,month,quarter,year,is_holiday,inbound_header_count,inbound_line_count,inbound_line_original_qty,inbound_receive_qty,inbound_receive_volume,inbound_receive_weight,outbound_header_count,outbound_line_count,outbound_line_original_qty,outbound_shipped_qty,outbound_shipped_volume,outbound_shipped_weight,outbound_std_shipped_volume,outbound_std_shipped_weight,used_storage_location_count,active_lpn_count,on_hand_qty,in_transit_qty,allocated_qty,total_head_count,total_working_hour,outsource_working_hour,perm_working_hour,other_working_hour,direct_working_hour,indirect_working_hour,outbound_inbound_qty_ratio,perm_working_hour_ratio,working_hour_per_head,location_usage_rate,location_idle_rate,update_time
1057,CN-192,,,,,,,20210724,202130,202107,202103,2021,1,,,,,,,,,,,,,,,,,,,,2,16,16,0,0,16,0,,0,8,,,2021/8/5
1058,CN-214,BOSE SHA KQ0 WHS,TSC,高科技/备件物流/化工行业事业部,BOSEX,BOSEX,9387,20210716,202129,202107,202103,2021,0,3,25,151,151,0,0,176,174,6132,6132,12000000,6132,,,5255,9251,1019229,32776,99964,16,160.06,108.98,51.08,0,160.06,0,40.60927152,0.319130326,10.00375,0.559816768,0.440183232,2021/8/5
1059,CN-228,KLA-TENCOR XMN XXX WHS,TSC,高科技/备件物流/化工行业事业部,KLATE,KLATE,,20210716,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,2,16.12,0,16.12,0,16.12,0,,1,8.06,,,2021/8/5
1060,CN-291,JLR PEK XXX WHS,Auto,汽车行业事业部,JLRXX,JLRXX,,20210730,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,5,48.26,0,48.26,0,48.26,0,,1,9.652,,,2021/8/5
1061,CN-298,HPCCDO WEH XXX WHS,TSC,高科技/备件物流/化工行业事业部,HPPXX,HPPXX,9358,20210715,202129,202107,202103,2021,0,35,1,2,2,12242.736,2.14,202,232,4953,4953,331000000,42006.209,,,4050,4287,200949,0,5250,8,67.31,8.57,58.74,0,67.31,0,2476.5,0.872678651,8.41375,0.432784783,0.567215217,2021/8/5
1062,CN-311,SGMW-PDC TAO XXX WHS,Auto,汽车行业事业部,SGMWA,SGMWA,,20210701,202127,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,1,11.13,0,11.13,0,11.13,0,,1,11.13,,,2021/8/5
1063,CN-350,ESTEE-LAUD SHA XXX WHS,TSC,高科技/备件物流/化工行业事业部,SFELC,SFELC,,20210716,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,5,56.66,0,56.66,0,56.66,0,,1,11.332,,,2021/8/5
1064,CN-353,LENOVO-MCD SHA YX0 WHS,TSC,高科技/备件物流/化工行业事业部,LENXX,LENXX,155,20210719,202130,202107,202103,2021,0,2,5,5,5,,,14,84,139,139,993593,224.245,,,56,712,29056,0,0,,,,,,,,27.8,,,0.361290323,0.638709677,2021/8/5
1065,CN-365,BLUEFOCUS SHA XXX WHS,CR,快消/零售行业事业部,OTYPE,OTYPE,,20210710,202128,202107,202103,2021,1,,,,,,,,,,,,,,,,,,,,3,27.5,18.5,9,0,27.5,0,,0.327272727,9.166666667,,,2021/8/5
1066,CN-391,VENCHI SHA KQ0 WHS,CR,快消/零售行业事业部,VENCH,VENCH,3937,20210710,202128,202107,202103,2021,1,7,85,151917,151696.6765,193.3096912,254.7256,1,27,4358,4358,4.5043,,,,101,169,235194,0,0,,,,,,,,0.028728382,,,0.025654051,0.974345949,2021/8/5
1067,CN-394,LANDBASE SHA KQ0 PKG,CR,快消/零售行业事业部,LANDB,LANDB,,20210703,202127,202107,202103,2021,1,,,,,,,,,,,,,,,,,,,,1,6,6,0,0,6,0,,0,6,,,2021/8/5
1068,CN-394,LANDBASE SHA KQ0 PKG,CR,快消/零售行业事业部,LANDB,LANDB,,20210729,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,4,37.5,37.5,0,0,37.5,0,,0,9.375,,,2021/8/5
1069,CN-396,,,,,,,20210723,202130,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,40,414.06,211,190.06,13,385.46,28.6,,0.459015602,10.3515,,,2021/8/5
1070,CN-407,TODS SHA XXX WHS,TSC,高科技/备件物流/化工行业事业部,TODSX,TODSX,,20210711,202128,202107,202103,2021,1,,,,,,,9,9,9,9,0,0,,,,,,,,14,191.92,168.5,23.42,0,182.92,9,,0.122030013,13.70857143,,,2021/8/5
1071,CN-435,SKF SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,SKFSH,SKFSH,,20210702,202127,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,67,619.83,536.5,83.33,0,619.83,0,,0.134440088,9.25119403,,,2021/8/5
1072,CN-435,SKF SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,SKFSH,SKFSH,,20210716,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,67,603.32,516,87.32,0,603.32,0,,0.14473248,9.004776119,,,2021/8/5
1073,CN-446,,,,,,,20210716,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,10,80,80,0,0,80,0,,0,8,,,2021/8/5
1074,HK-008,BURT'SBEES HKG MTL WHS,,,BURTS,BURTS,1603,20210720,202130,202107,202103,2021,0,,,,,,,3,42,21424,21424,,,,,884,735,2474189,0,1062,,,,,,,,,,,0.551466001,0.448533999,2021/8/5
1075,HK-038,NU-SKIN HKG ITL WHS,,,NUSK1,NUSK1,1854,20210723,202130,202107,202103,2021,0,,,,,,,2,22,8994,8994,1582917,,,,1056,23329,985111,0,18459,,,,,,,,,,,0.569579288,0.430420712,2021/8/5
1076,HK-074,SMART-NORA HKG ITL WHS,,,SMART,SMART,110,20210726,202131,202107,202103,2021,0,,,,,,,,,,,,,,,3,7,12,0,0,,,,,,,,,,,0.027272727,0.972727273,2021/8/5
1077,TD012,,,,,,,20210721,202130,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,3,28.5,0,16,12.5,20.5,8,,0.561403509,9.5,,,2021/8/5
1078,TD019,,,,,,,20210716,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,1,9.55,0,9.55,0,9.55,0,,1,9.55,,,2021/8/5
1079,TD025,,,,,,,20210712,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,7,50.58,10.08,40.5,0,50.58,0,,0.800711744,7.225714286,,,2021/8/5
1080,TD039,,,,,,,20210714,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,6,50.65,8.48,42.17,0,50.65,0,,0.832576505,8.441666667,,,2021/8/5
1081,TD050,,,,,,,20210724,202130,202107,202103,2021,1,,,,,,,,,,,,,,,,,,,,4,37.32,19.32,18,0,28.32,9,,0.482315113,9.33,,,2021/8/5
1082,TD079,,,,,,,20210714,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,5,51.12,0,51.12,0,51.12,0,,1,10.224,,,2021/8/5
1083,CATC010,,,,,,,20210705,202128,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,1,7.97,0,7.97,0,7.97,0,,1,7.97,,,2021/8/5
1084,CN-002,ABBOTT CTU  BTS WHS,LSH,生命科学与医疗行业事业部,ABBOT,ABBOT,3321,20210718,202129,202107,202103,2021,1,,,,,,,,,,,,,,,948,1648,344406,0,9565,3,27.63,9.08,18.55,0,27.63,0,,0.671371697,9.21,0.285456188,0.714543812,2021/8/5
1085,CN-003,ABBOTT SHA KQ0 WHS,LSH,生命科学与医疗行业事业部,ABBOT,ABBOT,13689,20210711,202128,202107,202103,2021,1,1,5,57504,57504,212000000,5.75,3,27,81662,81662,232000000,,,,47,48,80382,0,0,8,98.06,48.27,49.79,0,98.06,0,1.420109905,0.507750357,12.2575,0.003433414,0.996566586,2021/8/5
1086,CN-030,FUJI-XEROX SHE BTS WHS,TSC,高科技/备件物流/化工行业事业部,FUJIX,FUJIX,794,20210718,202129,202107,202103,2021,1,,,,,,,,,,,,,,,193,0,3303,0,1,1,4.5,0,4.5,0,4.5,0,,1,4.5,0.243073048,0.756926952,2021/8/5
1087,CN-031,FUJI-XEROX WUH XXX WHS,TSC,高科技/备件物流/化工行业事业部,FUJIX,FUJIX,190,20210705,202128,202107,202103,2021,0,8,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,2021/8/5
1088,CN-035,HP SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,HPPXX,HPPXX,7359,20210703,202127,202107,202103,2021,1,,,,,,,,,,,,,,,,,,,,24,218.74,102.72,90.71,25.31,218.74,0,,0.414693243,9.114166667,,,2021/8/5
1089,CN-035,HP SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,HPPXX,HPPXX,7359,20210728,202131,202107,202103,2021,0,10,243,18761,18761,39700000000,17100.809,355,388,3311,3311,56500000,15832.973,,,4766,8443,1202757,4718,4718,33,285.58,99.09,153.57,32.92,285.58,0,0.17648313,0.537747741,8.653939394,0.647642343,0.352357657,2021/8/5
1090,CN-044,MARS CTU BTS WHS,CR,快消/零售行业事业部,MARSX,MARSX,5840,20210720,202130,202107,202103,2021,0,21,112,1931085,1927576,154484.012,46.0004,261,2456,2300896,2300776,406080.9925,,,,5327,10824,51100000,0,0,28,313.06,257.69,55.37,0,307.96,5.1,1.193611043,0.176867054,11.18071429,0.912157534,0.087842466,2021/8/5
1091,CN-085,COACH SHA WGQ WHS,CR,快消/零售行业事业部,COACH,COACH,20026,20210706,202128,202107,202103,2021,0,3,133,3979,3979,38100000,151.8443,66,547,21845,21320,89100000,,,,1246,5411,52905,0,33437,,,,,,,,5.358130183,,,0.062219115,0.937780885,2021/8/5
1092,CN-110,UNILEVER CTU XXX WHS,CR,快消/零售行业事业部,UNIMK,UNIMK,1367,20210718,202129,202107,202103,2021,1,,,,,,,,,,,,,,,723,0,881728,0,0,,,,,,,,,,,0.528895391,0.471104609,2021/8/5
1093,CN-152,MARS JIA XXX WHS,CR,快消/零售行业事业部,MARSX,MARSX,13689,20210727,202131,202107,202103,2021,0,186,418,6628544,5541122,841827.5591,161.5941,610,4022,14100000,13700000,1266313.481,,,,8572,14444,145000000,0,8629804,65,671.95,548.5,123.45,0,663.95,8,2.479622178,0.183719027,10.33769231,0.626196216,0.373803784,2021/8/5
1094,CN-175,SIEMENS SZV XXX WHS,EM,工业与制造行业事业部,SIEME,SIEME,37447,20210725,202130,202107,202103,2021,1,24,358,10416,10416,45700000,2833.9486,,,,,,,,,24150,43609,2048190,8657,94752,,,,,,,,0,,,0.644911475,0.355088525,2021/8/5
1095,CN-221,JOHN-DEERE CTU XXX WHS,EM,工业与制造行业事业部,JOHND,JOHND,,20210710,202128,202107,202103,2021,1,,,,,,,,,,,,,,,,,,,,1,10.62,0,10.62,0,10.62,0,,1,10.62,,,2021/8/5
1096,CN-224,HORMEL CTU BTS WHS,CR,快消/零售行业事业部,HOMEL,HOMEL,856,20210715,202129,202107,202103,2021,0,,,,,,,12,31,593,593,5.1012,3589.9478,,,140,0,9690,0,0,,,,,,,,,,,0.163551402,0.836448598,2021/8/5
1097,CN-253,WEIFU NGB XXX WHS,EM,工业与制造行业事业部,WEIFT,WEIFT,,20210720,202130,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,12,139.24,99.66,39.58,0,139.24,0,,0.284257397,11.60333333,,,2021/8/5
1098,CN-256,MICHELIN SZV XXX WHS,Auto,汽车行业事业部,MICHE,MICHE,6374,20210721,202130,202107,202103,2021,0,62,,,,,,80,1135,23655,17700,0,0,,,4749,1005,946857.01,33771,37165,10,94.2,0,94.2,0,75.98,18.22,,1,9.42,0.745058048,0.254941952,2021/8/5
1099,CN-273,ERICSSON NKG XXX WHS,TSC,高科技/备件物流/化工行业事业部,ERICS,ERICS,,20210716,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,14,117.13,0,117.13,0,108.85,8.28,,1,8.366428571,,,2021/8/5
1100,CN-309,BMW1 SHA LG0 WHS,Auto,汽车行业事业部,BMWXX,BMWXX,,20210708,202128,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,5,47.21,0,47.21,0,47.21,0,,1,9.442,,,2021/8/5
1101,CN-315,HUAWEI-LEN DGM XXX WHS,TSC,高科技/备件物流/化工行业事业部,HUAWE,HUAWE,,20210716,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,65,715.02,617,98.02,0,693.55,21.47,,0.137087074,11.00030769,,,2021/8/5
1102,CN-315,HUAWEI-LEN DGM XXX WHS,TSC,高科技/备件物流/化工行业事业部,HUAWE,HUAWE,,20210723,202130,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,72,788.62,691,97.62,0,771.27,17.35,,0.123785854,10.95305556,,,2021/8/5
1103,CN-316,LUCKIN-EQU SHA XXX WHS,CR,快消/零售行业事业部,LUCKI,LUCKI,6395,20210712,202129,202107,202103,2021,0,,,,,,,2,171,3537,3537,33600000,,,,115,547,26928,0,10626,3,23.88,0,23.88,0,15.85,8.03,,1,7.96,0.017982799,0.982017201,2021/8/5
1104,CN-326,,,,,,,20210709,202128,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,1,8.3,0,8.3,0,8.3,0,,1,8.3,,,2021/8/5
1105,CN-363,J&J SHA WGQ WHS,LSH,生命科学与医疗行业事业部,JOHNS,JOHNS,,20210730,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,64,528.72,479.64,49.08,0,528.72,0,,0.092827962,8.26125,,,2021/8/5
1106,CN-367,HORMEL SHA XXX WHS,CR,快消/零售行业事业部,HOMEL,HOMEL,5355,20210728,202131,202107,202103,2021,0,2,20,9760,9760,,,45,107,7754,7754,76.2277,41708.5558,,,1013,0,135119,0,1562,,,,,,,,0.794467213,,,0.189169001,0.810830999,2021/8/5
1107,CN-371,,,,,,583,20210706,202128,202107,202103,2021,0,,,,,,,,,,,,,,,43,224,44736,0,12249,3,27.75,0,27.75,0,27.75,0,,1,9.25,0.073756432,0.926243568,2021/8/5
1108,CN-381,,,,,,331,20210725,202130,202107,202103,2021,1,,,,,,,15,193,2585,2585,2316.7541,,,,114,120,60879,0,0,,,,,,,,,,,0.344410876,0.655589124,2021/8/5
1109,CN-405,ASML Tianjin WHS,TSC,高科技/备件物流/化工行业事业部,ASMLX,ASMLX,,20210726,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,1,10.75,0,10.75,0,10.75,0,,1,10.75,,,2021/8/5
1110,CN-417,OTIS Shanghai,TSC,高科技/备件物流/化工行业事业部,OTISX,OTISX,7,20210708,202128,202107,202103,2021,0,,,,,,,,,,,,,,,4,1,27,0,0,22,201.82,193.5,8.32,0,201.82,0,,0.041224854,9.173636364,0.571428571,0.428571429,2021/8/5
1111,CN-438,OTIS CAN XXX WHS,TSC,高科技/备件物流/化工行业事业部,OTISX,OTISX,,20210726,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,1,10.75,0,10.75,0,10.75,0,,1,10.75,,,2021/8/5
1112,TD013,,,,,,,20210715,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,10,80.93,0,80.93,0,80.93,0,,1,8.093,,,2021/8/5
1113,TD014,,,,,,,20210722,202130,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,5,39.59,0,39.59,0,39.59,0,,1,7.918,,,2021/8/5
1114,TD019,,,,,,,20210728,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,1,12.28,0,12.28,0,12.28,0,,1,12.28,,,2021/8/5
1115,TD020,,,,,,,20210714,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,3,24.5,0,24.5,0,24.5,0,,1,8.166666667,,,2021/8/5
1116,CN-027,FORD SZV XXX WHS,Auto,汽车行业事业部,FORDC,FORDC,,20210728,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,10,81.5,24,57.5,0,72.57,8.93,,0.705521472,8.15,,,2021/8/5
1117,CN-036,H3C SHA YX0 WHS,TSC,高科技/备件物流/化工行业事业部,H3CUH,H3CUH,,20210712,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,8,68.35,9.08,42.65,16.62,68.35,0,,0.623994148,8.54375,,,2021/8/5
1118,CN-043,MARS SHE BTS WHS,CR,快消/零售行业事业部,MARSX,MARSX,13185,20210710,202128,202107,202103,2021,1,9,92,303811,272689,107473.2987,66.3173,,,,,,,,,149,197,309835,0,0,6,48.21,0,48.21,0,48.21,0,0,1,8.035,0.011300721,0.988699279,2021/8/5
1119,CN-064,SOLVAY SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,SOLVA,SOLVA,,20210714,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,5,40.53,8.08,32.45,0,40.53,0,,0.8006415,8.106,,,2021/8/5
1120,CN-064,SOLVAY SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,SOLVA,SOLVA,,20210715,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,6,48.37,16.1,32.27,0,48.37,0,,0.667149059,8.061666667,,,2021/8/5
1121,CN-069,TYCO-ELECT FUO XXX WHS,TSC,高科技/备件物流/化工行业事业部,TYCOT,TYCOT,,20210721,202130,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,32,379,280,99,0,379,0,,0.26121372,11.84375,,,2021/8/5
1122,CN-165,RYOSHO SHA YX0 WHS,TSC,高科技/备件物流/化工行业事业部,RYOSH,RYOSH,,20210721,202130,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,4,32.8,8.07,24.73,0,32.8,0,,0.753963415,8.2,,,2021/8/5
1123,CN-185,HITACHI-ME SHA ZJN WHS,LSH,生命科学与医疗行业事业部,HITAC,HITAC,,20210727,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,3,26.23,0,26.23,0,26.23,0,,1,8.743333333,,,2021/8/5
1124,CN-203,BRP SHA YX0 WHS,Auto,汽车行业事业部,BRPXX,BRPXX,,20210713,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,3,30.57,12.5,18.07,0,30.57,0,,0.591102388,10.19,,,2021/8/5
1125,CN-207,HUAWEI-TER DGM SSH WHS,TSC,高科技/备件物流/化工行业事业部,HUAWE,HUAWE,,20210716,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,312,3472.02,3233.47,238.55,0,3451.1,20.92,,0.068706401,11.12826923,,,2021/8/5
1126,CN-230,VOLVO CAN HP0 WHS,Auto,汽车行业事业部,VOLVO,VOLVO,,20210727,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,19,216.92,167.31,49.61,0,206.17,10.75,,0.228701826,11.41684211,,,2021/8/5
1127,CN-240,ASML CAN XXX WHS,TSC,高科技/备件物流/化工行业事业部,ASMLX,ASMLX,,20210730,202131,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,3,30.94,21.62,9.32,0,30.94,0,,0.301228184,10.31333333,,,2021/8/5
1128,CN-246,HUSQVARNA SHA CL0 WHS,EM,工业与制造行业事业部,HUSQV,HUSQV,117194,20210728,202131,202107,202103,2021,0,,,,,,,38,,,,,,,,387,1449,76806,0,0,6,51.65,34.62,17.03,0,51.65,0,,0.329719264,8.608333333,0.003302217,0.996697783,2021/8/5
1129,CN-254,,,,,,,20210709,202128,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,3,30.67,0,30.67,0,21.75,8.92,,1,10.22333333,,,2021/8/5
1130,CN-257,LAM PEK XW0 WHS,TSC,高科技/备件物流/化工行业事业部,LAMRE,LAMRE,,20210723,202130,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,3,25.03,0,25.03,0,25.03,0,,1,8.343333333,,,2021/8/5
1131,CN-277,INFINEON WUX XXX WHS,TSC,高科技/备件物流/化工行业事业部,INFIN,INFIN,,20210702,202127,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,41,469.55,408.5,61.05,0,469.55,0,,0.130018102,11.45243902,,,2021/8/5
1132,CN-283,EXAR SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,CEXAR,CEXAR,,20210713,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,2,23.43,23.43,0,0,23.43,0,,0,11.715,,,2021/8/5
1133,CN-291,JLR PEK XXX WHS,Auto,汽车行业事业部,JLRXX,JLRXX,,20210709,202128,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,5,55.25,0,55.25,0,55.25,0,,1,11.05,,,2021/8/5
1134,CN-350,ESTEE-LAUD SHA XXX WHS,TSC,高科技/备件物流/化工行业事业部,SFELC,SFELC,,20210731,202131,202107,202103,2021,1,,,,,,,,,,,,,,,,,,,,1,10.5,0,10.5,0,10.5,0,,1,10.5,,,2021/8/5
1135,CN-368,HORMEL PEK XXX WHS,TD,运输产品部,HOMEL,HOMEL,4641,20210727,202131,202107,202103,2021,0,1,32,3100,3100,,,27,51,1012,1012,9.9587,3816.2384,,,439,0,39607,0,0,2,16.53,0,16.53,0,8.28,8.25,0.326451613,1,8.265,0.094591683,0.905408317,2021/8/5
1136,CN-374,,,,,,3,20210714,202129,202107,202103,2021,0,,,,,,,2,26,800,800,910.833,,,,2,134,83880,0,0,,,,,,,,,,,0.666666667,0.333333333,2021/8/5
1137,CN-377,,,,,,1121,20210712,202129,202107,202103,2021,0,1,2,912,912,944.832,0.4484,,,,,,,,,72,1864,52482,0,25609,,,,,,,,0,,,0.064228368,0.935771632,2021/8/5
1138,CN-380,,,,,,484,20210705,202128,202107,202103,2021,0,3,28,30525,30525,30235.8431,4.6948,,,,,,,,,32,685,80386,0,8577,,,,,,,,0,,,0.066115702,0.933884298,2021/8/5
1139,CN-392,RAZER SHA XXX WHS,CR,快消/零售行业事业部,RAZER,RAZER,328,20210719,202130,202107,202103,2021,0,,,,,,,,,,,,,,,216,0,46082,0,3261,,,,,,,,,,,0.658536585,0.341463415,2021/8/5
1140,CN-406,MLB SHA PVG WHS,TSC,高科技/备件物流/化工行业事业部,MLBKD,MLBKD,,20210707,202128,202107,202103,2021,0,,,,,,,85,2209,92189,92175,0,0,,,,,,,,46,548.6,504.6,44,0,540.6,8,,0.080204156,11.92608696,,,2021/8/5
1141,CN-406,MLB SHA PVG WHS,TSC,高科技/备件物流/化工行业事业部,MLBKD,MLBKD,,20210718,202129,202107,202103,2021,1,,,,,,,20,191,5551,5551,0,0,,,9591,25,1921636,1,50,43,439.6,405.1,34.5,0,439.6,0,,0.078480437,10.22325581,,,2021/8/5
1142,CN-410,KL-LUBE PEK XXX WHS,ZQ,政企行业事业部,KLRHY,KLRHY,,20210708,202128,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,32,265.47,245.5,19.97,0,253.5,11.97,,0.075225073,8.2959375,,,2021/8/5
1143,CN-417,OTIS Shanghai,TSC,高科技/备件物流/化工行业事业部,OTISX,OTISX,7,20210716,202129,202107,202103,2021,0,,,,,,,,,,,,,,,4,1,27,0,0,22,257.25,245.5,11.75,0,257.25,0,,0.045675413,11.69318182,0.571428571,0.428571429,2021/8/5
1144,CN-423,HUAWEI-VMI DGM XXX WHS,TSC,高科技/备件物流/化工行业事业部,HUAWE,HUAWE,,20210721,202130,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,36,377.74,369.42,8.32,0,377.74,0,,0.022025732,10.49277778,,,2021/8/5
1145,CN-435,SKF SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,SKFSH,SKFSH,,20210704,202127,202107,202103,2021,1,,,,,,,,,,,,,,,,,,,,51,444.7,427.5,17.2,0,444.7,0,,0.03867776,8.719607843,,,2021/8/5
1146,CN-439,,,,,,,20210713,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,20,174.03,165.7,8.33,0,174.03,0,,0.047865311,8.7015,,,2021/8/5
1147,CN-448,,,,,,,20210725,202130,202107,202103,2021,1,,,,,,,,,,,,,,,,,,,,1,9,9,0,0,9,0,,0,9,,,2021/8/5
1148,CN-903,,,,,,,20210715,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,36,347.56,169.02,178.54,0,347.56,0,,0.513695477,9.654444444,,,2021/8/5
1149,HK-047,TE HKG ITL WHS,,,TE001,TE001,8622,20210728,202131,202107,202103,2021,0,118,933,22500000,78664.57933,15900000,21.4641,713,972,28700000,28700000,14000000,,,,5198,94793,368000000,0,20800000,,,,,,,,365.3149517,,,0.602876363,0.397123637,2021/8/5
1150,HK-074,SMART-NORA HKG ITL WHS,,,SMART,SMART,110,20210702,202127,202107,202103,2021,0,,,,,,,,,,,,,,,3,7,12,0,0,,,,,,,,,,,0.027272727,0.972727273,2021/8/5
1151,TD014,,,,,,,20210707,202128,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,5,39.82,0,39.82,0,39.82,0,,1,7.964,,,2021/8/5
1152,TD017,,,,,,,20210723,202130,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,2,16.07,0,16.07,0,16.07,0,,1,8.035,,,2021/8/5
1153,TD037,,,,,,,20210712,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,4,39.23,0,39.23,0,39.23,0,,1,9.8075,,,2021/8/5
1154,CN-002,ABBOTT CTU  BTS WHS,LSH,生命科学与医疗行业事业部,ABBOT,ABBOT,3321,20210731,202131,202107,202103,2021,1,,,,,,,,,,,,,,,1076,2136,427281,0,7527,,,,,,,,,,,0.323998796,0.676001204,2021/8/5
1155,CN-003,ABBOTT SHA KQ0 WHS,LSH,生命科学与医疗行业事业部,ABBOT,ABBOT,13689,20210721,202130,202107,202103,2021,0,2,9,164478,164478,594000000,9.8,39,444,444457,444457,1610000000,,,,6919,11644,4581872,0,62059,9,88.36,37.77,50.59,0,88.36,0,2.702227654,0.572544138,9.817777778,0.505442326,0.494557674,2021/8/5
1156,CN-021,DELL SHA YX0 WHS,TSC,高科技/备件物流/化工行业事业部,DELLS,DELLS,,20210707,202128,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,13,137.67,81.67,56,0,128.49,9.18,,0.406769812,10.59,,,2021/8/5
1157,CN-036,H3C SHA YX0 WHS,TSC,高科技/备件物流/化工行业事业部,H3CUH,H3CUH,,20210703,202127,202107,202103,2021,1,,,,,,,,,,,,,,,,,,,,2,22.07,7.77,14.3,0,22.07,0,,0.647938378,11.035,,,2021/8/5
1158,CN-037,J&J SHA CL0 WHS,LSH,生命科学与医疗行业事业部,JOHNS,JOHNS,,20210713,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,62,515.36,365.38,33.31,116.67,515.36,0,,0.06463443,8.312258065,,,2021/8/5
1159,CN-103,KLA-TENCOR SHA ZJN WHS,TSC,高科技/备件物流/化工行业事业部,KLATE,KLATE,,20210702,202127,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,7,77.2,0,77.2,0,67.42,9.78,,1,11.02857143,,,2021/8/5
1160,CN-110,UNILEVER CTU XXX WHS,CR,快消/零售行业事业部,UNIMK,UNIMK,1367,20210727,202131,202107,202103,2021,0,9,28,88485,88481,42.22,14081.488,65,115,21780,21780,6.7245,2156.4391,,,717,4,966608,17,17,2,16.62,16.62,0,0,16.62,0,0.246154542,0,8.31,0.524506218,0.475493782,2021/8/5
1161,CN-140,FORD WUH XXX WHS,Auto,汽车行业事业部,FORDX,FORDX,,20210717,202129,202107,202103,2021,1,,,,,,,,,,,,,,,,,,,,12,112.63,46.25,66.38,0,112.63,0,,0.589363402,9.385833333,,,2021/8/5
1162,CN-151,DIODES SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,DIODE,DIODE,,20210712,202129,202107,202103,2021,0,,,,,,,,,,,,,,,,,,,,7,67.16,0,67.16,0,67.16,0,,1,9.594285714,,,2021/8/5
